date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,37266000000,,KO,Coca-Cola Company (The)
2020-12-31,4,2020,33014000000,,KO,Coca-Cola Company (The)
2021-12-31,4,2021,38655000000,,KO,Coca-Cola Company (The)
2022-12-31,4,2022,43004000000,,KO,Coca-Cola Company (The)
2023-12-31,4,2023,45754000000,22.78,KO,Coca-Cola Company (The)
2019-12-31,4,2019,11120000000,,KDP,Keurig Dr Pepper
2020-12-31,4,2020,11618000000,,KDP,Keurig Dr Pepper
2021-12-31,4,2021,12683000000,,KDP,Keurig Dr Pepper
2022-12-31,4,2022,14057000000,,KDP,Keurig Dr Pepper
2023-12-31,4,2023,14814000000,33.22,KDP,Keurig Dr Pepper
2019-12-31,4,2019,4200819000,,MNST,Monster Beverage
2020-12-31,4,2020,4598638000,,MNST,Monster Beverage
2021-12-31,4,2021,5541352000,,MNST,Monster Beverage
2022-12-31,4,2022,6311050000,,MNST,Monster Beverage
2023-12-31,4,2023,7140027000,69.97,MNST,Monster Beverage
2019-12-28,4,2019,67161000000,,PEP,PepsiCo
2020-12-26,4,2020,70372000000,,PEP,PepsiCo
2021-12-25,4,2021,79468000000,,PEP,PepsiCo
2022-12-31,4,2022,86403000000,,PEP,PepsiCo
2023-12-30,4,2023,91471000000,36.2,PEP,PepsiCo
