date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,3507600000,,EFX,Equifax
2020-12-31,4,2020,4127500000,,EFX,Equifax
2021-12-31,4,2021,4923900000,,EFX,Equifax
2022-12-31,4,2022,5122200000,,EFX,Equifax
2023-12-31,4,2023,5265200000,50.11,EFX,Equifax
2019-12-31,4,2019,2607100000,,VRSK,Verisk Analytics
2020-12-31,4,2020,2784600000,,VRSK,Verisk Analytics
2021-12-31,4,2021,2998600000,,VRSK,Verisk Analytics
2022-12-31,4,2022,2497000000,,VRSK,Verisk Analytics
2023-12-31,4,2023,2681400000,2.85,VRSK,Verisk Analytics
