date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-11-29,4,2019,11171297000,,ADBE,Adobe Inc.
2020-11-27,4,2020,12868000000,,ADBE,Adobe Inc.
2021-12-03,4,2021,15785000000,,ADBE,Adobe Inc.
2022-12-02,4,2022,17606000000,,ADBE,Adobe Inc.
2023-12-01,4,2023,19409000000,73.74,ADBE,Adobe Inc.
2019-12-31,4,2019,1515892000,,ANSS,Ansys
2020-12-31,4,2020,1681297000,,ANSS,Ansys
2021-12-31,4,2021,1906715000,,ANSS,Ansys
2022-12-31,4,2022,2065553000,,ANSS,Ansys
2023-12-31,4,2023,2269949000,49.74,ANSS,Ansys
2020-01-31,1,2020,3274300000,,ADSK,Autodesk
2021-01-31,1,2021,3790400000,,ADSK,Autodesk
2022-01-31,1,2022,4386400000,,ADSK,Autodesk
2023-01-31,1,2023,5005000000,,ADSK,Autodesk
2024-01-31,1,2024,5497000000,67.88,ADSK,Autodesk
2019-12-28,4,2019,2336319000,,CDNS,Cadence Design Systems
2021-01-02,1,2021,2682891000,,CDNS,Cadence Design Systems
2022-01-01,1,2022,2988244000,,CDNS,Cadence Design Systems
2022-12-31,4,2022,3561718000,,CDNS,Cadence Design Systems
2023-12-31,4,2023,4089986000,,CDNS,Cadence Design Systems
2020-09-30,3,2020,1294562000,,FICO,Fair Isaac
2021-09-30,3,2021,1316536000,,FICO,Fair Isaac
2022-09-30,3,2022,1377270000,,FICO,Fair Isaac
2023-09-30,3,2023,1513557000,,FICO,Fair Isaac
2020-07-31,3,2020,7679000000,,INTU,Intuit
2021-07-31,3,2021,9633000000,,INTU,Intuit
2022-07-31,3,2022,12726000000,,INTU,Intuit
2023-07-31,3,2023,14368000000,,INTU,Intuit
2020-05-31,2,2020,39068000000,,ORCL,Oracle Corporation
2021-05-31,2,2021,40479000000,,ORCL,Oracle Corporation
2022-05-31,2,2022,42440000000,,ORCL,Oracle Corporation
2023-05-31,2,2023,49954000000,,ORCL,Oracle Corporation
2024-05-31,2,2024,52961000000,35.56,ORCL,Oracle Corporation
2020-09-30,3,2020,1458415000,,PTC,PTC Inc.
2021-09-30,3,2021,1807159000,,PTC,PTC Inc.
2022-09-30,3,2022,1933347000,,PTC,PTC Inc.
2023-09-30,3,2023,2097053000,,PTC,PTC Inc.
2020-01-31,1,2020,17098000000,,CRM,Salesforce
2021-01-31,1,2021,21252000000,,CRM,Salesforce
2022-01-31,1,2022,26492000000,,CRM,Salesforce
2023-01-31,1,2023,31352000000,,CRM,Salesforce
2024-01-31,1,2024,34857000000,103.87,CRM,Salesforce
2019-10-31,4,2019,3360694000,,SNPS,Synopsys
2020-10-31,4,2020,3685281000,,SNPS,Synopsys
2021-10-31,4,2021,4204193000,,SNPS,Synopsys
2022-10-31,4,2022,5081542000,,SNPS,Synopsys
2023-10-31,4,2023,5842619000,73.85,SNPS,Synopsys
2019-12-31,4,2019,1086427000,,TYL,Tyler Technologies
2020-12-31,4,2020,1116663000,,TYL,Tyler Technologies
2021-12-31,4,2021,1592287000,,TYL,Tyler Technologies
2022-12-31,4,2022,1850204000,,TYL,Tyler Technologies
2023-12-31,4,2023,1951751000,79.65,TYL,Tyler Technologies
