date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,9165258000,,JBHT,J.B. Hunt
2020-12-31,4,2020,9636573000,,JBHT,J.B. Hunt
2021-12-31,4,2021,12168302000,,JBHT,J.B. Hunt
2022-12-31,4,2022,14813999000,,JBHT,J.B. Hunt
2023-12-31,4,2023,12829665000,39.98,JBHT,J.B. Hunt
2019-12-31,4,2019,4109111000,,ODFL,Old Dominion
2020-12-31,4,2020,4015129000,,ODFL,Old Dominion
2021-12-31,4,2021,5256328000,,ODFL,Old Dominion
2022-12-31,4,2022,6260077000,,ODFL,Old Dominion
2023-12-31,4,2023,5866152000,42.76,ODFL,Old Dominion
