date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,4739098000,,MLM,Martin Marietta Materials
2020-12-31,4,2020,4729900000,,MLM,Martin Marietta Materials
2021-12-31,4,2021,5414000000,,MLM,Martin Marietta Materials
2022-12-31,4,2022,6160700000,,MLM,Martin Marietta Materials
2023-12-31,4,2023,6777200000,43.01,MLM,Martin Marietta Materials
2019-12-31,4,2019,4929103000,,VMC,Vulcan Materials Company
2020-12-31,4,2020,4856826000,,VMC,Vulcan Materials Company
2021-12-31,4,2021,5552200000,,VMC,Vulcan Materials Company
2022-12-31,4,2022,7315200000,,VMC,Vulcan Materials Company
2023-12-31,4,2023,7781900000,57.88,VMC,Vulcan Materials Company
