date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,17522234000,,GPC,Genuine Parts Company
2020-12-31,4,2020,16537433000,,GPC,Genuine Parts Company
2021-12-31,4,2021,18870510000,,GPC,Genuine Parts Company
2022-12-31,4,2022,22095973000,,GPC,Genuine Parts Company
2023-12-31,4,2023,23090610000,31.78,GPC,Genuine Parts Company
2019-12-31,4,2019,12506109000,,LKQ,LKQ Corporation
2020-12-31,4,2020,11628830000,,LKQ,LKQ Corporation
2021-12-31,4,2021,13088504000,,LKQ,LKQ Corporation
2022-12-31,4,2022,12794000000,,LKQ,LKQ Corporation
2023-12-31,4,2023,13866000000,10.87,LKQ,LKQ Corporation
2019-12-31,4,2019,3199517000,,POOL,Pool Corporation
2020-12-31,4,2020,3936623000,,POOL,Pool Corporation
2021-12-31,4,2021,5295584000,,POOL,Pool Corporation
2022-12-31,4,2022,6179727000,,POOL,Pool Corporation
2023-12-31,4,2023,5541595000,73.2,POOL,Pool Corporation
