date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,23838000000,,BKR,Baker Hughes
2020-12-31,4,2020,20705000000,,BKR,Baker Hughes
2021-12-31,4,2021,20536000000,,BKR,Baker Hughes
2022-12-31,4,2022,21156000000,,BKR,Baker Hughes
2023-12-31,4,2023,25506000000,7.0,BKR,Baker Hughes
2019-12-31,4,2019,22408000000,,HAL,Halliburton
2020-12-31,4,2020,14445000000,,HAL,Halliburton
2021-12-31,4,2021,15295000000,,HAL,Halliburton
2022-12-31,4,2022,20297000000,,HAL,Halliburton
2023-12-31,4,2023,23018000000,2.72,HAL,Halliburton
2019-12-31,4,2019,32917000000,,SLB,Schlumberger
2020-12-31,4,2020,23601000000,,SLB,Schlumberger
2021-12-31,4,2021,22929000000,,SLB,Schlumberger
2022-12-31,4,2022,28091000000,,SLB,Schlumberger
2023-12-31,4,2023,33135000000,0.66,SLB,Schlumberger
