date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2020-09-26,3,2020,274515000000,,AAPL,Apple Inc.
2021-09-25,3,2021,365817000000,,AAPL,Apple Inc.
2022-09-24,3,2022,394328000000,,AAPL,Apple Inc.
2023-09-30,3,2023,383285000000,,AAPL,Apple Inc.
2020-01-31,1,2020,84815000000,,DELL,Dell Technologies
2021-01-29,1,2021,86670000000,,DELL,Dell Technologies
2022-01-28,1,2022,101197000000,,DELL,Dell Technologies
2023-02-03,1,2023,102301000000,,DELL,Dell Technologies
2024-02-02,1,2024,88425000000,4.26,DELL,Dell Technologies
2019-10-31,4,2019,29135000000,,HPE,Hewlett Packard Enterprise
2020-10-31,4,2020,26982000000,,HPE,Hewlett Packard Enterprise
2021-10-31,4,2021,27784000000,,HPE,Hewlett Packard Enterprise
2022-10-31,4,2022,28496000000,,HPE,Hewlett Packard Enterprise
2023-10-31,4,2023,29135000000,0.0,HPE,Hewlett Packard Enterprise
2019-10-31,4,2019,58756000000,,HPQ,HP Inc.
2020-10-31,4,2020,56639000000,,HPQ,HP Inc.
2021-10-31,4,2021,63487000000,,HPQ,HP Inc.
2022-10-31,4,2022,62983000000,,HPQ,HP Inc.
2023-10-31,4,2023,53718000000,-8.57,HPQ,HP Inc.
2020-04-24,2,2020,5412000000,,NTAP,NetApp
2021-04-30,2,2021,5744000000,,NTAP,NetApp
2022-04-29,2,2022,6318000000,,NTAP,NetApp
2023-04-28,2,2023,6362000000,,NTAP,NetApp
2024-04-26,2,2024,6268000000,15.82,NTAP,NetApp
2020-07-03,3,2020,10509000000,,STX,Seagate Technology
2021-07-02,3,2021,10681000000,,STX,Seagate Technology
2022-07-01,3,2022,11661000000,,STX,Seagate Technology
2023-06-30,2,2023,7384000000,,STX,Seagate Technology
2024-06-28,2,2024,6551000000,,STX,Seagate Technology
2020-06-30,2,2020,3339281000,,SMCI,Supermicro
2021-06-30,2,2021,3557422000,,SMCI,Supermicro
2022-06-30,2,2022,5196099000,,SMCI,Supermicro
2023-06-30,2,2023,7123482000,,SMCI,Supermicro
2024-06-30,2,2024,14942854000,347.49,SMCI,Supermicro
2020-07-03,3,2020,16736000000,,WDC,Western Digital
2021-07-02,3,2021,16922000000,,WDC,Western Digital
2022-07-01,3,2022,18793000000,,WDC,Western Digital
2023-06-30,2,2023,12318000000,,WDC,Western Digital
2024-06-28,2,2024,13003000000,,WDC,Western Digital
