date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,530860000,,AXON,Axon Enterprise
2020-12-31,4,2020,681003000,,AXON,Axon Enterprise
2021-12-31,4,2021,863381000,,AXON,Axon Enterprise
2022-12-31,4,2022,1189935000,,AXON,Axon Enterprise
2023-12-31,4,2023,1563391000,194.5,AXON,Axon Enterprise
2019-12-31,4,2019,76559000000,,BA,Boeing
2020-12-31,4,2020,58158000000,,BA,Boeing
2021-12-31,4,2021,62286000000,,BA,Boeing
2022-12-31,4,2022,66608000000,,BA,Boeing
2023-12-31,4,2023,77794000000,1.61,BA,Boeing
2019-12-31,4,2019,95215000000,,GE,GE Aerospace
2020-12-31,4,2020,75834000000,,GE,GE Aerospace
2021-12-31,4,2021,56469000000,,GE,GE Aerospace
2022-12-31,4,2022,58099000000,,GE,GE Aerospace
2023-12-31,4,2023,67954000000,-28.63,GE,GE Aerospace
2019-12-31,4,2019,39350000000,,GD,General Dynamics
2020-12-31,4,2020,37925000000,,GD,General Dynamics
2021-12-31,4,2021,38469000000,,GD,General Dynamics
2022-12-31,4,2022,39407000000,,GD,General Dynamics
2023-12-31,4,2023,42272000000,7.43,GD,General Dynamics
2019-12-31,4,2019,14192000000,,HWM,Howmet Aerospace
2020-12-31,4,2020,5259000000,,HWM,Howmet Aerospace
2021-12-31,4,2021,4972000000,,HWM,Howmet Aerospace
2022-12-31,4,2022,5663000000,,HWM,Howmet Aerospace
2023-12-31,4,2023,6640000000,-53.21,HWM,Howmet Aerospace
2019-12-31,4,2019,8899000000,,HII,Huntington Ingalls Industries
2020-12-31,4,2020,9361000000,,HII,Huntington Ingalls Industries
2021-12-31,4,2021,9524000000,,HII,Huntington Ingalls Industries
2022-12-31,4,2022,10676000000,,HII,Huntington Ingalls Industries
2023-12-31,4,2023,11454000000,28.71,HII,Huntington Ingalls Industries
2019-12-31,4,2019,18526000000,,LHX,L3Harris
2021-01-01,1,2021,18194000000,,LHX,L3Harris
2021-12-31,4,2021,17814000000,,LHX,L3Harris
2022-12-30,4,2022,17062000000,,LHX,L3Harris
2023-12-29,4,2023,19419000000,,LHX,L3Harris
2019-12-31,4,2019,59812000000,,LMT,Lockheed Martin
2020-12-31,4,2020,65398000000,,LMT,Lockheed Martin
2021-12-31,4,2021,67044000000,,LMT,Lockheed Martin
2022-12-31,4,2022,65984000000,,LMT,Lockheed Martin
2023-12-31,4,2023,67571000000,12.97,LMT,Lockheed Martin
2019-12-31,4,2019,33841000000,,NOC,Northrop Grumman
2020-12-31,4,2020,36799000000,,NOC,Northrop Grumman
2021-12-31,4,2021,35667000000,,NOC,Northrop Grumman
2022-12-31,4,2022,36602000000,,NOC,Northrop Grumman
2023-12-31,4,2023,39290000000,16.1,NOC,Northrop Grumman
2019-12-31,4,2019,77046000000,,RTX,RTX Corporation
2020-12-31,4,2020,56587000000,,RTX,RTX Corporation
2021-12-31,4,2021,64388000000,,RTX,RTX Corporation
2022-12-31,4,2022,67074000000,,RTX,RTX Corporation
2023-12-31,4,2023,68920000000,-10.55,RTX,RTX Corporation
2020-01-04,1,2020,13630000000,,TXT,Textron
2021-01-02,1,2021,11651000000,,TXT,Textron
2022-01-01,1,2022,12382000000,,TXT,Textron
2022-12-31,4,2022,12869000000,,TXT,Textron
2023-12-30,4,2023,13683000000,,TXT,Textron
2020-09-30,3,2020,5103000000,,TDG,TransDigm Group
2021-09-30,3,2021,4798000000,,TDG,TransDigm Group
2022-09-30,3,2022,5429000000,,TDG,TransDigm Group
2023-09-30,3,2023,6585000000,,TDG,TransDigm Group
