date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,415281000,,DOC,Healthpeak Properties
2020-12-31,4,2020,437505000,,DOC,Healthpeak Properties
2021-12-31,4,2021,457699000,,DOC,Healthpeak Properties
2022-12-31,4,2022,526635000,,DOC,Healthpeak Properties
2023-12-31,4,2023,2181003000,425.19,DOC,Healthpeak Properties
2019-12-31,4,2019,3872750000,,VTR,Ventas
2020-12-31,4,2020,3795357000,,VTR,Ventas
2021-12-31,4,2021,3828007000,,VTR,Ventas
2022-12-31,4,2022,4129193000,,VTR,Ventas
2023-12-31,4,2023,4497827000,16.14,VTR,Ventas
2019-12-31,4,2019,5121306000,,WELL,Welltower
2020-12-31,4,2020,4605967000,,WELL,Welltower
2021-12-31,4,2021,4742115000,,WELL,Welltower
2022-12-31,4,2022,5860615000,,WELL,Welltower
2023-12-31,4,2023,6632141000,29.5,WELL,Welltower
