date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,111275000000,,MPC,Marathon Petroleum
2020-12-31,4,2020,69896000000,,MPC,Marathon Petroleum
2021-12-31,4,2021,120451000000,,MPC,Marathon Petroleum
2022-12-31,4,2022,178236000000,,MPC,Marathon Petroleum
2023-12-31,4,2023,149348000000,34.22,MPC,Marathon Petroleum
2019-12-31,4,2019,107293000000,,PSX,Phillips 66
2020-12-31,4,2020,64129000000,,PSX,Phillips 66
2021-12-31,4,2021,111476000000,,PSX,Phillips 66
2022-12-31,4,2022,169990000000,,PSX,Phillips 66
2023-12-31,4,2023,147399000000,37.38,PSX,Phillips 66
2019-12-31,4,2019,108324000000,,VLO,Valero Energy
2020-12-31,4,2020,64912000000,,VLO,Valero Energy
2021-12-31,4,2021,113977000000,,VLO,Valero Energy
2022-12-31,4,2022,176383000000,,VLO,Valero Energy
2023-12-31,4,2023,139001000000,28.32,VLO,Valero Energy
