date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2020-06-30,2,2020,14589800000,,ADP,Automatic Data Processing
2021-06-30,2,2021,15005400000,,ADP,Automatic Data Processing
2022-06-30,2,2022,16498300000,,ADP,Automatic Data Processing
2023-06-30,2,2023,18012200000,,ADP,Automatic Data Processing
2024-06-30,2,2024,19202600000,31.62,ADP,Automatic Data Processing
2019-12-31,4,2019,824100000,,DAY,Dayforce
2020-12-31,4,2020,842500000,,DAY,Dayforce
2021-12-31,4,2021,1024200000,,DAY,Dayforce
2022-12-31,4,2022,1246200000,,DAY,Dayforce
2023-12-31,4,2023,1513700000,83.68,DAY,Dayforce
2020-05-31,2,2020,4040500000,,PAYX,Paychex
2021-05-31,2,2021,4056800000,,PAYX,Paychex
2022-05-31,2,2022,4611700000,,PAYX,Paychex
2023-05-31,2,2023,5007100000,,PAYX,Paychex
2023-12-31,4,2023,5278300000,,PAYX,Paychex
2019-12-31,4,2019,737671000,,PAYC,Paycom
2020-12-31,4,2020,841434000,,PAYC,Paycom
2021-12-31,4,2021,1055524000,,PAYC,Paycom
2022-12-31,4,2022,1375218000,,PAYC,Paycom
2023-12-31,4,2023,1693674000,129.6,PAYC,Paycom
