date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,5910000000,,AEE,Ameren
2020-12-31,4,2020,5794000000,,AEE,Ameren
2021-12-31,4,2021,6394000000,,AEE,Ameren
2022-12-31,4,2022,7957000000,,AEE,Ameren
2023-12-31,4,2023,7500000000,26.9,AEE,Ameren
2019-12-31,4,2019,7564000000,,CNP,CenterPoint Energy
2020-12-31,4,2020,7418000000,,CNP,CenterPoint Energy
2021-12-31,4,2021,8352000000,,CNP,CenterPoint Energy
2022-12-31,4,2022,9321000000,,CNP,CenterPoint Energy
2023-12-31,4,2023,8696000000,14.97,CNP,CenterPoint Energy
2019-12-31,4,2019,6845000000,,CMS,CMS Energy
2020-12-31,4,2020,6680000000,,CMS,CMS Energy
2021-12-31,4,2021,7329000000,,CMS,CMS Energy
2022-12-31,4,2022,8596000000,,CMS,CMS Energy
2023-12-31,4,2023,7462000000,9.01,CMS,CMS Energy
2019-12-31,4,2019,12574000000,,ED,Consolidated Edison
2020-12-31,4,2020,12246000000,,ED,Consolidated Edison
2021-12-31,4,2021,13676000000,,ED,Consolidated Edison
2022-12-31,4,2022,15670000000,,ED,Consolidated Edison
2023-12-31,4,2023,14663000000,16.61,ED,Consolidated Edison
2019-12-31,4,2019,16572000000,,D,Dominion Energy
2020-12-31,4,2020,14172000000,,D,Dominion Energy
2021-12-31,4,2021,13964000000,,D,Dominion Energy
2022-12-31,4,2022,17174000000,,D,Dominion Energy
2023-12-31,4,2023,13686000000,-17.41,D,Dominion Energy
2019-12-31,4,2019,12669000000,,DTE,DTE Energy
2020-12-31,4,2020,12177000000,,DTE,DTE Energy
2021-12-31,4,2021,14964000000,,DTE,DTE Energy
2022-12-31,4,2022,19228000000,,DTE,DTE Energy
2023-12-31,4,2023,12745000000,0.6,DTE,DTE Energy
2019-12-31,4,2019,19204000000,,NEE,NextEra Energy
2020-12-31,4,2020,17997000000,,NEE,NextEra Energy
2021-12-31,4,2021,17069000000,,NEE,NextEra Energy
2022-12-31,4,2022,20956000000,,NEE,NextEra Energy
2023-12-31,4,2023,28114000000,46.4,NEE,NextEra Energy
2019-12-31,4,2019,5208900000,,NI,NiSource
2020-12-31,4,2020,4681700000,,NI,NiSource
2021-12-31,4,2021,4899600000,,NI,NiSource
2022-12-31,4,2022,5850600000,,NI,NiSource
2023-12-31,4,2023,5505400000,5.69,NI,NiSource
2019-12-31,4,2019,17129000000,,PCG,PG&E Corporation
2020-12-31,4,2020,18469000000,,PCG,PG&E Corporation
2021-12-31,4,2021,20642000000,,PCG,PG&E Corporation
2022-12-31,4,2022,21680000000,,PCG,PG&E Corporation
2023-12-31,4,2023,24428000000,42.61,PCG,PG&E Corporation
2019-12-31,4,2019,3471209000,,PNW,Pinnacle West
2020-12-31,4,2020,3586982000,,PNW,Pinnacle West
2021-12-31,4,2021,3803835000,,PNW,Pinnacle West
2022-12-31,4,2022,4324385000,,PNW,Pinnacle West
2023-12-31,4,2023,4695991000,35.28,PNW,Pinnacle West
2019-12-31,4,2019,10829000000,,SRE,Sempra
2020-12-31,4,2020,11370000000,,SRE,Sempra
2021-12-31,4,2021,12857000000,,SRE,Sempra
2022-12-31,4,2022,14439000000,,SRE,Sempra
2023-12-31,4,2023,16720000000,54.4,SRE,Sempra
2019-12-31,4,2019,11529000000,,XEL,Xcel Energy
2020-12-31,4,2020,11526000000,,XEL,Xcel Energy
2021-12-31,4,2021,13431000000,,XEL,Xcel Energy
2022-12-31,4,2022,15310000000,,XEL,Xcel Energy
2023-12-31,4,2023,14206000000,23.22,XEL,Xcel Energy
