date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,6315000000,,APA,APA Corporation
2020-12-31,4,2020,4435000000,,APA,APA Corporation
2021-12-31,4,2021,7985000000,,APA,APA Corporation
2022-12-31,4,2022,11075000000,,APA,APA Corporation
2023-12-31,4,2023,8279000000,31.1,APA,APA Corporation
2019-12-31,4,2019,32567000000,,COP,ConocoPhillips
2020-12-31,4,2020,18784000000,,COP,ConocoPhillips
2021-12-31,4,2021,45828000000,,COP,ConocoPhillips
2022-12-31,4,2022,78494000000,,COP,ConocoPhillips
2023-12-31,4,2023,57861000000,77.67,COP,ConocoPhillips
2019-12-31,4,2019,2066277000,,CTRA,Coterra
2020-12-31,4,2020,1466624000,,CTRA,Coterra
2021-12-31,4,2021,3449000000,,CTRA,Coterra
2022-12-31,4,2022,9051000000,,CTRA,Coterra
2023-12-31,4,2023,5684000000,175.08,CTRA,Coterra
2019-12-31,4,2019,6220000000,,DVN,Devon Energy
2020-12-31,4,2020,4828000000,,DVN,Devon Energy
2021-12-31,4,2021,12206000000,,DVN,Devon Energy
2022-12-31,4,2022,19169000000,,DVN,Devon Energy
2023-12-31,4,2023,15140000000,143.41,DVN,Devon Energy
2019-12-31,4,2019,3964000000,,FANG,Diamondback Energy
2020-12-31,4,2020,2813000000,,FANG,Diamondback Energy
2021-12-31,4,2021,6797000000,,FANG,Diamondback Energy
2022-12-31,4,2022,9643000000,,FANG,Diamondback Energy
2023-12-31,4,2023,8412000000,112.21,FANG,Diamondback Energy
2019-12-31,4,2019,16941727000,,EOG,EOG Resources
2020-12-31,4,2020,9873240000,,EOG,EOG Resources
2021-12-31,4,2021,19669000000,,EOG,EOG Resources
2022-12-31,4,2022,29492000000,,EOG,EOG Resources
2023-12-31,4,2023,23273000000,37.37,EOG,EOG Resources
2019-12-31,4,2019,3799850000,,EQT,EQT Corporation
2020-12-31,4,2020,2658629000,,EQT,EQT Corporation
2021-12-31,4,2021,6839705000,,EQT,EQT Corporation
2022-12-31,4,2022,12140621000,,EQT,EQT Corporation
2023-12-31,4,2023,5069982000,33.43,EQT,EQT Corporation
2019-12-31,4,2019,5063000000,,MRO,Marathon Oil
2020-12-31,4,2020,3097000000,,MRO,Marathon Oil
2021-12-31,4,2021,5601000000,,MRO,Marathon Oil
2022-12-31,4,2022,7540000000,,MRO,Marathon Oil
2023-12-31,4,2023,6407000000,26.55,MRO,Marathon Oil
2019-12-31,4,2019,20393000000,,OXY,Occidental Petroleum
2020-12-31,4,2020,17809000000,,OXY,Occidental Petroleum
2021-12-31,4,2021,25956000000,,OXY,Occidental Petroleum
2022-12-31,4,2022,36634000000,,OXY,Occidental Petroleum
2023-12-31,4,2023,28257000000,38.56,OXY,Occidental Petroleum
