date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2020-02-01,1,2020,16039073000,,ROST,Ross Stores
2021-01-30,1,2021,12531565000,,ROST,Ross Stores
2022-01-29,1,2022,18916244000,,ROST,Ross Stores
2023-01-28,1,2023,18695829000,,ROST,Ross Stores
2024-02-03,1,2024,20376941000,27.05,ROST,Ross Stores
2020-02-01,1,2020,41716977000,,TJX,TJX Companies
2021-01-30,1,2021,32136962000,,TJX,TJX Companies
2022-01-29,1,2022,48549982000,,TJX,TJX Companies
2023-01-28,1,2023,49936000000,,TJX,TJX Companies
2024-02-03,1,2024,54217000000,29.96,TJX,TJX Companies
