date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,161857000000,,GOOGL,Alphabet Inc. (Class A)
2020-12-31,4,2020,182527000000,,GOOGL,Alphabet Inc. (Class A)
2021-12-31,4,2021,257637000000,,GOOGL,Alphabet Inc. (Class A)
2022-12-31,4,2022,282836000000,,GOOGL,Alphabet Inc. (Class A)
2023-12-31,4,2023,307394000000,89.92,GOOGL,Alphabet Inc. (Class A)
2019-12-31,4,2019,161857000000,,GOOG,Alphabet Inc. (Class C)
2020-12-31,4,2020,182527000000,,GOOG,Alphabet Inc. (Class C)
2021-12-31,4,2021,257637000000,,GOOG,Alphabet Inc. (Class C)
2022-12-31,4,2022,282836000000,,GOOG,Alphabet Inc. (Class C)
2023-12-31,4,2023,307394000000,89.92,GOOG,Alphabet Inc. (Class C)
2019-12-31,4,2019,4757055000,,MTCH,Match Group
2020-12-31,4,2020,2391269000,,MTCH,Match Group
2021-12-31,4,2021,2983277000,,MTCH,Match Group
2022-12-31,4,2022,3188843000,,MTCH,Match Group
2023-12-31,4,2023,3364504000,-29.27,MTCH,Match Group
2019-12-31,4,2019,70697000000,,META,Meta Platforms
2020-12-31,4,2020,85965000000,,META,Meta Platforms
2021-12-31,4,2021,117929000000,,META,Meta Platforms
2022-12-31,4,2022,116609000000,,META,Meta Platforms
2023-12-31,4,2023,134902000000,90.82,META,Meta Platforms
