date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,26145000000,,BMY,Bristol Myers Squibb
2020-12-31,4,2020,42518000000,,BMY,Bristol Myers Squibb
2021-12-31,4,2021,46385000000,,BMY,Bristol Myers Squibb
2022-12-31,4,2022,46159000000,,BMY,Bristol Myers Squibb
2023-12-31,4,2023,45006000000,72.14,BMY,Bristol Myers Squibb
2020-06-30,2,2020,3094300000,,CTLT,Catalent
2021-06-30,2,2021,3998000000,,CTLT,Catalent
2022-06-30,2,2022,4828000000,,CTLT,Catalent
2023-06-30,2,2023,4276000000,,CTLT,Catalent
2024-06-30,2,2024,4381000000,41.58,CTLT,Catalent
2019-12-29,4,2019,82059000000,,JNJ,Johnson & Johnson
2021-01-03,1,2021,82584000000,,JNJ,Johnson & Johnson
2022-01-02,1,2022,78740000000,,JNJ,Johnson & Johnson
2023-01-01,1,2023,79990000000,,JNJ,Johnson & Johnson
2023-12-31,4,2023,85159000000,,JNJ,Johnson & Johnson
2019-12-31,4,2019,22319500000,,LLY,Lilly (Eli)
2020-12-31,4,2020,24539800000,,LLY,Lilly (Eli)
2021-12-31,4,2021,28318400000,,LLY,Lilly (Eli)
2022-12-31,4,2022,28541400000,,LLY,Lilly (Eli)
2023-12-31,4,2023,34124100000,52.89,LLY,Lilly (Eli)
2019-12-31,4,2019,46840000000,,MRK,Merck & Co.
2020-12-31,4,2020,41518000000,,MRK,Merck & Co.
2021-12-31,4,2021,48704000000,,MRK,Merck & Co.
2022-12-31,4,2022,59283000000,,MRK,Merck & Co.
2023-12-31,4,2023,60115000000,28.34,MRK,Merck & Co.
2019-12-31,4,2019,51750000000,,PFE,Pfizer
2020-12-31,4,2020,41908000000,,PFE,Pfizer
2021-12-31,4,2021,81288000000,,PFE,Pfizer
2022-12-31,4,2022,100330000000,,PFE,Pfizer
2023-12-31,4,2023,58496000000,13.04,PFE,Pfizer
2019-12-31,4,2019,11500500000,,VTRS,Viatris
2020-12-31,4,2020,11946000000,,VTRS,Viatris
2021-12-31,4,2021,17886300000,,VTRS,Viatris
2022-12-31,4,2022,16262700000,,VTRS,Viatris
2023-12-31,4,2023,15426900000,34.14,VTRS,Viatris
2019-12-31,4,2019,6260000000,,ZTS,Zoetis
2020-12-31,4,2020,6675000000,,ZTS,Zoetis
2021-12-31,4,2021,7776000000,,ZTS,Zoetis
2022-12-31,4,2022,8080000000,,ZTS,Zoetis
2023-12-31,4,2023,8544000000,36.49,ZTS,Zoetis
