date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-10-31,4,2019,4303000000,,KEYS,Keysight Technologies
2020-10-31,4,2020,4221000000,,KEYS,Keysight Technologies
2021-10-31,4,2021,4941000000,,KEYS,Keysight Technologies
2022-10-31,4,2022,5420000000,,KEYS,Keysight Technologies
2023-10-31,4,2023,5464000000,26.98,KEYS,Keysight Technologies
2019-12-31,4,2019,5366800000,,ROP,Roper Technologies
2020-12-31,4,2020,5527100000,,ROP,Roper Technologies
2021-12-31,4,2021,5777800000,,ROP,Roper Technologies
2022-12-31,4,2022,5371800000,,ROP,Roper Technologies
2023-12-31,4,2023,6177800000,15.11,ROP,Roper Technologies
2019-12-29,4,2019,3163600000,,TDY,Teledyne Technologies
2021-01-03,1,2021,3086200000,,TDY,Teledyne Technologies
2022-01-02,1,2022,4614300000,,TDY,Teledyne Technologies
2023-01-01,1,2023,5458600000,,TDY,Teledyne Technologies
2023-12-31,4,2023,5635500000,,TDY,Teledyne Technologies
2020-01-03,1,2020,3264300000,,TRMB,Trimble Inc.
2021-01-01,1,2021,3147700000,,TRMB,Trimble Inc.
2021-12-31,4,2021,3659100000,,TRMB,Trimble Inc.
2022-12-30,4,2022,3676300000,,TRMB,Trimble Inc.
2023-12-29,4,2023,3798700000,,TRMB,Trimble Inc.
2019-12-31,4,2019,4485000000,,ZBRA,Zebra Technologies
2020-12-31,4,2020,4448000000,,ZBRA,Zebra Technologies
2021-12-31,4,2021,5627000000,,ZBRA,Zebra Technologies
2022-12-31,4,2022,5781000000,,ZBRA,Zebra Technologies
2023-12-31,4,2023,4584000000,2.21,ZBRA,Zebra Technologies
