date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,10221300000,,IPG,Interpublic Group of Companies (The)
2020-12-31,4,2020,9061000000,,IPG,Interpublic Group of Companies (The)
2021-12-31,4,2021,10240700000,,IPG,Interpublic Group of Companies (The)
2022-12-31,4,2022,10927800000,,IPG,Interpublic Group of Companies (The)
2023-12-31,4,2023,10889300000,6.54,IPG,Interpublic Group of Companies (The)
2019-12-31,4,2019,14953700000,,OMC,Omnicom Group
2020-12-31,4,2020,13171100000,,OMC,Omnicom Group
2021-12-31,4,2021,14289400000,,OMC,Omnicom Group
2022-12-31,4,2022,14289100000,,OMC,Omnicom Group
2023-12-31,4,2023,14692200000,-1.75,OMC,Omnicom Group
