date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,139865000000,,CVX,Chevron Corporation
2020-12-31,4,2020,94471000000,,CVX,Chevron Corporation
2021-12-31,4,2021,155606000000,,CVX,Chevron Corporation
2022-12-31,4,2022,235717000000,,CVX,Chevron Corporation
2023-12-31,4,2023,196913000000,40.79,CVX,Chevron Corporation
2019-12-31,4,2019,259497000000,,XOM,ExxonMobil
2020-12-31,4,2020,179784000000,,XOM,ExxonMobil
2021-12-31,4,2021,278981000000,,XOM,ExxonMobil
2022-12-31,4,2022,402217000000,,XOM,ExxonMobil
2023-12-31,4,2023,333711000000,28.6,XOM,ExxonMobil
2019-12-31,4,2019,6495000000,,HES,Hess Corporation
2020-12-31,4,2020,4667000000,,HES,Hess Corporation
2021-12-31,4,2021,7473000000,,HES,Hess Corporation
2022-12-31,4,2022,11324000000,,HES,Hess Corporation
2023-12-31,4,2023,10701000000,64.76,HES,Hess Corporation
