date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,8225400000,,APH,Amphenol
2020-12-31,4,2020,8598900000,,APH,Amphenol
2021-12-31,4,2021,10876300000,,APH,Amphenol
2022-12-31,4,2022,12623000000,,APH,Amphenol
2023-12-31,4,2023,12554700000,52.63,APH,Amphenol
2019-12-31,4,2019,11503000000,,GLW,Corning Inc.
2020-12-31,4,2020,11303000000,,GLW,Corning Inc.
2021-12-31,4,2021,14082000000,,GLW,Corning Inc.
2022-12-31,4,2022,14189000000,,GLW,Corning Inc.
2023-12-31,4,2023,12588000000,9.43,GLW,Corning Inc.
