date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2020-06-30,2,2020,14294000000,,EL,Estée Lauder Companies (The)
2021-06-30,2,2021,16215000000,,EL,Estée Lauder Companies (The)
2022-06-30,2,2022,17737000000,,EL,Estée Lauder Companies (The)
2023-06-30,2,2023,15910000000,,EL,Estée Lauder Companies (The)
2024-06-30,2,2024,15608000000,9.19,EL,Estée Lauder Companies (The)
2019-12-31,4,2019,14324000000,,KVUE,Kenvue
2020-12-31,4,2020,14467000000,,KVUE,Kenvue
2021-12-31,4,2021,15054000000,,KVUE,Kenvue
2022-12-31,4,2022,14950000000,,KVUE,Kenvue
2023-12-31,4,2023,15443000000,7.81,KVUE,Kenvue
2020-06-30,2,2020,70950000000,,PG,Procter & Gamble
2021-06-30,2,2021,76118000000,,PG,Procter & Gamble
2022-06-30,2,2022,80187000000,,PG,Procter & Gamble
2023-06-30,2,2023,82006000000,,PG,Procter & Gamble
2024-06-30,2,2024,84039000000,18.45,PG,Procter & Gamble
