date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,2893617000,,AKAM,Akamai Technologies
2020-12-31,4,2020,3198149000,,AKAM,Akamai Technologies
2021-12-31,4,2021,3461223000,,AKAM,Akamai Technologies
2022-12-31,4,2022,3616654000,,AKAM,Akamai Technologies
2023-12-31,4,2023,3811920000,31.74,AKAM,Akamai Technologies
2019-12-31,4,2019,2988100000,,GDDY,GoDaddy
2020-12-31,4,2020,3316700000,,GDDY,GoDaddy
2021-12-31,4,2021,3815700000,,GDDY,GoDaddy
2022-12-31,4,2022,4091300000,,GDDY,GoDaddy
2023-12-31,4,2023,4237800000,41.82,GDDY,GoDaddy
2019-12-31,4,2019,742555000,,PLTR,Palantir Technologies
2020-12-31,4,2020,1092673000,,PLTR,Palantir Technologies
2021-12-31,4,2021,1541889000,,PLTR,Palantir Technologies
2022-12-31,4,2022,1905871000,,PLTR,Palantir Technologies
2023-12-31,4,2023,2225012000,199.64,PLTR,Palantir Technologies
2019-12-31,4,2019,1231661000,,VRSN,Verisign
2020-12-31,4,2020,1265052000,,VRSN,Verisign
2021-12-31,4,2021,1327576000,,VRSN,Verisign
2022-12-31,4,2022,1424900000,,VRSN,Verisign
2023-12-31,4,2023,1493100000,21.23,VRSN,Verisign
