date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,155900000000,,F,Ford Motor Company
2020-12-31,4,2020,127144000000,,F,Ford Motor Company
2021-12-31,4,2021,136341000000,,F,Ford Motor Company
2022-12-31,4,2022,158057000000,,F,Ford Motor Company
2023-12-31,4,2023,176191000000,13.02,F,Ford Motor Company
2019-12-31,4,2019,137237000000,,GM,General Motors
2020-12-31,4,2020,122485000000,,GM,General Motors
2021-12-31,4,2021,127004000000,,GM,General Motors
2022-12-31,4,2022,156735000000,,GM,General Motors
2023-12-31,4,2023,171842000000,25.22,GM,General Motors
2019-12-31,4,2019,24578000000,,TSLA,"Tesla, Inc."
2020-12-31,4,2020,31536000000,,TSLA,"Tesla, Inc."
2021-12-31,4,2021,53823000000,,TSLA,"Tesla, Inc."
2022-12-31,4,2022,81462000000,,TSLA,"Tesla, Inc."
2023-12-31,4,2023,96773000000,293.74,TSLA,"Tesla, Inc."
