date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,53800000000,,CAT,Caterpillar Inc.
2020-12-31,4,2020,41748000000,,CAT,Caterpillar Inc.
2021-12-31,4,2021,50971000000,,CAT,Caterpillar Inc.
2022-12-31,4,2022,59427000000,,CAT,Caterpillar Inc.
2023-12-31,4,2023,67060000000,24.65,CAT,Caterpillar Inc.
2019-12-31,4,2019,23571000000,,CMI,Cummins
2020-12-31,4,2020,19811000000,,CMI,Cummins
2021-12-31,4,2021,24021000000,,CMI,Cummins
2022-12-31,4,2022,28074000000,,CMI,Cummins
2023-12-31,4,2023,34065000000,44.52,CMI,Cummins
2019-12-31,4,2019,25599700000,,PCAR,Paccar
2020-12-31,4,2020,18728500000,,PCAR,Paccar
2021-12-31,4,2021,23522300000,,PCAR,Paccar
2022-12-31,4,2022,28819700000,,PCAR,Paccar
2023-12-31,4,2023,35127400000,37.22,PCAR,Paccar
2019-12-31,4,2019,8200000000,,WAB,Wabtec
2020-12-31,4,2020,7556100000,,WAB,Wabtec
2021-12-31,4,2021,7822000000,,WAB,Wabtec
2022-12-31,4,2022,8362000000,,WAB,Wabtec
2023-12-31,4,2023,9677000000,18.01,WAB,Wabtec
