date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2020-08-29,3,2020,12631967000,,AZO,AutoZone
2021-08-28,3,2021,14629585000,,AZO,AutoZone
2022-08-27,3,2022,16252230000,,AZO,AutoZone
2023-08-26,3,2023,17457209000,,AZO,AutoZone
2020-02-29,1,2020,20319987000,,KMX,CarMax
2021-02-28,1,2021,18950149000,,KMX,CarMax
2022-02-28,1,2022,31900412000,,KMX,CarMax
2023-02-28,1,2023,29684873000,,KMX,CarMax
2024-02-29,1,2024,26536040000,30.59,KMX,CarMax
2020-12-31,4,2020,11604493000,,ORLY,O'Reilly Auto Parts
2021-12-31,4,2021,13327563000,,ORLY,O'Reilly Auto Parts
2022-12-31,4,2022,14409860000,,ORLY,O'Reilly Auto Parts
2023-12-31,4,2023,15812250000,,ORLY,O'Reilly Auto Parts
2024-06-30,2,2024,2954510,,ORLY,O'Reilly Auto Parts
