date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,14357000000,,APTV,Aptiv
2020-12-31,4,2020,13066000000,,APTV,Aptiv
2021-12-31,4,2021,15618000000,,APTV,Aptiv
2022-12-31,4,2022,17489000000,,APTV,Aptiv
2023-12-31,4,2023,20051000000,39.66,APTV,Aptiv
2019-12-31,4,2019,10168000000,,BWA,BorgWarner
2020-12-31,4,2020,10165000000,,BWA,BorgWarner
2021-12-31,4,2021,14838000000,,BWA,BorgWarner
2022-12-31,4,2022,15801000000,,BWA,BorgWarner
2023-12-31,4,2023,14198000000,39.63,BWA,BorgWarner
