date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,11547969000,,LYV,Live Nation Entertainment
2020-12-31,4,2020,1861178000,,LYV,Live Nation Entertainment
2021-12-31,4,2021,6268447000,,LYV,Live Nation Entertainment
2022-12-31,4,2022,16681254000,,LYV,Live Nation Entertainment
2023-12-31,4,2023,22749073000,97.0,LYV,Live Nation Entertainment
2019-12-31,4,2019,20156447000,,NFLX,Netflix
2020-12-31,4,2020,24996056000,,NFLX,Netflix
2021-12-31,4,2021,29697844000,,NFLX,Netflix
2022-12-31,4,2022,31615550000,,NFLX,Netflix
2023-12-31,4,2023,33723297000,67.31,NFLX,Netflix
2019-12-31,4,2019,27812000000,,PARA,Paramount Global
2020-12-31,4,2020,25285000000,,PARA,Paramount Global
2021-12-31,4,2021,28586000000,,PARA,Paramount Global
2022-12-31,4,2022,30154000000,,PARA,Paramount Global
2023-12-31,4,2023,29652000000,6.62,PARA,Paramount Global
2020-10-03,4,2020,65388000000,,DIS,Walt Disney Company (The)
2021-10-02,4,2021,67418000000,,DIS,Walt Disney Company (The)
2022-10-01,4,2022,82722000000,,DIS,Walt Disney Company (The)
2023-09-30,3,2023,88898000000,,DIS,Walt Disney Company (The)
