date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,45764000000,,CHTR,Charter Communications
2020-12-31,4,2020,48097000000,,CHTR,Charter Communications
2021-12-31,4,2021,51682000000,,CHTR,Charter Communications
2022-12-31,4,2022,54022000000,,CHTR,Charter Communications
2023-12-31,4,2023,54607000000,19.32,CHTR,Charter Communications
2019-12-31,4,2019,108942000000,,CMCSA,Comcast
2020-12-31,4,2020,103564000000,,CMCSA,Comcast
2021-12-31,4,2021,116385000000,,CMCSA,Comcast
2022-12-31,4,2022,121427000000,,CMCSA,Comcast
2023-12-31,4,2023,121572000000,11.59,CMCSA,Comcast
