date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,935788000,,FRT,Federal Realty Investment Trust
2020-12-31,4,2020,835494000,,FRT,Federal Realty Investment Trust
2021-12-31,4,2021,951224000,,FRT,Federal Realty Investment Trust
2022-12-31,4,2022,1074378000,,FRT,Federal Realty Investment Trust
2023-12-31,4,2023,1132154000,20.98,FRT,Federal Realty Investment Trust
2019-12-31,4,2019,1158884000,,KIM,Kimco Realty
2020-12-31,4,2020,1057893000,,KIM,Kimco Realty
2021-12-31,4,2021,1364585000,,KIM,Kimco Realty
2022-12-31,4,2022,1727684000,,KIM,Kimco Realty
2023-12-31,4,2023,1783400000,53.89,KIM,Kimco Realty
2019-12-31,4,2019,1491591000,,O,Realty Income
2020-12-31,4,2020,1651625000,,O,Realty Income
2021-12-31,4,2021,2080463000,,O,Realty Income
2022-12-31,4,2022,3343681000,,O,Realty Income
2023-12-31,4,2023,4078993000,173.47,O,Realty Income
2019-12-31,4,2019,1133138000,,REG,Regency Centers
2020-12-31,4,2020,1016175000,,REG,Regency Centers
2021-12-31,4,2021,1166161000,,REG,Regency Centers
2022-12-31,4,2022,1224022000,,REG,Regency Centers
2023-12-31,4,2023,1322466000,16.71,REG,Regency Centers
2019-12-31,4,2019,5755189000,,SPG,Simon Property Group
2020-12-31,4,2020,4607503000,,SPG,Simon Property Group
2021-12-31,4,2021,5116789000,,SPG,Simon Property Group
2022-12-31,4,2022,5291447000,,SPG,Simon Property Group
2023-12-31,4,2023,5658836000,-1.67,SPG,Simon Property Group
