date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,22307000000,,AFL,Aflac
2020-12-31,4,2020,22147000000,,AFL,Aflac
2021-12-31,4,2021,22106000000,,AFL,Aflac
2022-12-31,4,2022,19140000000,,AFL,Aflac
2023-12-31,4,2023,18701000000,-16.17,AFL,Aflac
2019-12-31,4,2019,4527532000,,GL,Globe Life
2020-12-31,4,2020,4737921000,,GL,Globe Life
2021-12-31,4,2021,5112869000,,GL,Globe Life
2022-12-31,4,2022,5214906000,,GL,Globe Life
2023-12-31,4,2023,5447533000,20.32,GL,Globe Life
2019-12-31,4,2019,69620000000,,MET,MetLife
2020-12-31,4,2020,67842000000,,MET,MetLife
2021-12-31,4,2021,71080000000,,MET,MetLife
2022-12-31,4,2022,69898000000,,MET,MetLife
2023-12-31,4,2023,66901000000,-3.91,MET,MetLife
2019-12-31,4,2019,16222100000,,PFG,Principal Financial Group
2020-12-31,4,2020,14741700000,,PFG,Principal Financial Group
2021-12-31,4,2021,14262700000,,PFG,Principal Financial Group
2022-12-31,4,2022,17491600000,,PFG,Principal Financial Group
2023-12-31,4,2023,13665800000,-15.76,PFG,Principal Financial Group
2019-12-31,4,2019,57243000000,,PRU,Prudential Financial
2020-12-31,4,2020,49834000000,,PRU,Prudential Financial
2021-12-31,4,2021,61408000000,,PRU,Prudential Financial
2022-12-31,4,2022,60050000000,,PRU,Prudential Financial
2023-12-31,4,2023,-3169000000,-105.54,PRU,Prudential Financial
