date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-28,4,2019,8351931000,,TSCO,Tractor Supply
2020-12-26,4,2020,10620352000,,TSCO,Tractor Supply
2021-12-25,4,2021,12731105000,,TSCO,Tractor Supply
2022-12-31,4,2022,14204717000,,TSCO,Tractor Supply
2023-12-30,4,2023,14555741000,74.28,TSCO,Tractor Supply
2020-02-01,1,2020,7398068000,,ULTA,Ulta Beauty
2021-01-30,1,2021,6151953000,,ULTA,Ulta Beauty
2022-01-29,1,2022,8630889000,,ULTA,Ulta Beauty
2023-01-28,1,2023,10208580000,,ULTA,Ulta Beauty
2024-02-03,1,2024,11207303000,51.49,ULTA,Ulta Beauty
