date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2020-09-30,3,2020,20311100000,,DHI,D. R. Horton
2021-09-30,3,2021,27774200000,,DHI,D. R. Horton
2022-09-30,3,2022,33480000000,,DHI,D. R. Horton
2023-09-30,3,2023,35460400000,,DHI,D. R. Horton
2019-11-30,4,2019,22259561000,,LEN,Lennar
2020-11-30,4,2020,22488854000,,LEN,Lennar
2021-11-30,4,2021,27130676000,,LEN,Lennar
2022-11-30,4,2022,33671010000,,LEN,Lennar
2023-11-30,4,2023,34233366000,53.79,LEN,Lennar
2019-12-31,4,2019,7400806000,,NVR,"NVR, Inc."
2020-12-31,4,2020,7545853000,,NVR,"NVR, Inc."
2021-12-31,4,2021,8959750000,,NVR,"NVR, Inc."
2022-12-31,4,2022,10538287000,,NVR,"NVR, Inc."
2023-12-31,4,2023,9534889000,28.84,NVR,"NVR, Inc."
2019-12-31,4,2019,10212957000,,PHM,PulteGroup
2020-12-31,4,2020,11036082000,,PHM,PulteGroup
2021-12-31,4,2021,13926882000,,PHM,PulteGroup
2022-12-31,4,2022,16228995000,,PHM,PulteGroup
2023-12-31,4,2023,16061578000,57.27,PHM,PulteGroup
