date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,10189000000,,AES,AES Corporation
2020-12-31,4,2020,9660000000,,AES,AES Corporation
2021-12-31,4,2021,11141000000,,AES,AES Corporation
2022-12-31,4,2022,12617000000,,AES,AES Corporation
2023-12-31,4,2023,12668000000,24.33,AES,AES Corporation
2019-12-31,4,2019,9821000000,,NRG,NRG Energy
2020-12-31,4,2020,9093000000,,NRG,NRG Energy
2021-12-31,4,2021,26989000000,,NRG,NRG Energy
2022-12-31,4,2022,31543000000,,NRG,NRG Energy
2023-12-31,4,2023,28823000000,193.48,NRG,NRG Energy
