date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2020-08-02,3,2020,8691000000,,CPB,Campbell Soup Company
2021-08-01,3,2021,8476000000,,CPB,Campbell Soup Company
2022-07-31,3,2022,8562000000,,CPB,Campbell Soup Company
2023-07-30,3,2023,9357000000,,CPB,Campbell Soup Company
2020-05-31,2,2020,11054400000,,CAG,Conagra Brands
2021-05-30,2,2021,11184700000,,CAG,Conagra Brands
2022-05-29,2,2022,11535900000,,CAG,Conagra Brands
2023-05-28,2,2023,12277000000,,CAG,Conagra Brands
2024-05-26,2,2024,12050900000,9.01,CAG,Conagra Brands
2020-05-31,2,2020,17626600000,,GIS,General Mills
2021-05-30,2,2021,18127000000,,GIS,General Mills
2022-05-29,2,2022,18992800000,,GIS,General Mills
2023-05-28,2,2023,20094200000,,GIS,General Mills
2024-05-26,2,2024,19857200000,12.65,GIS,General Mills
2019-12-31,4,2019,7986252000,,HSY,Hershey Company (The)
2020-12-31,4,2020,8149719000,,HSY,Hershey Company (The)
2021-12-31,4,2021,8971337000,,HSY,Hershey Company (The)
2022-12-31,4,2022,10419294000,,HSY,Hershey Company (The)
2023-12-31,4,2023,11164992000,39.8,HSY,Hershey Company (The)
2019-10-27,4,2019,9497317000,,HRL,Hormel Foods
2020-10-25,4,2020,9608462000,,HRL,Hormel Foods
2021-10-31,4,2021,11386189000,,HRL,Hormel Foods
2022-10-30,4,2022,12458806000,,HRL,Hormel Foods
2023-10-29,4,2023,12110010000,27.51,HRL,Hormel Foods
2019-12-28,4,2019,13578000000,,K,Kellanova
2021-01-02,1,2021,13770000000,,K,Kellanova
2022-01-01,1,2022,14181000000,,K,Kellanova
2022-12-31,4,2022,15315000000,,K,Kellanova
2023-12-30,4,2023,13122000000,,K,Kellanova
2019-12-28,4,2019,24977000000,,KHC,Kraft Heinz
2020-12-26,4,2020,26185000000,,KHC,Kraft Heinz
2021-12-25,4,2021,26042000000,,KHC,Kraft Heinz
2022-12-31,4,2022,26485000000,,KHC,Kraft Heinz
2023-12-30,4,2023,26640000000,6.66,KHC,Kraft Heinz
2020-05-31,2,2020,3792400000,,LW,Lamb Weston
2021-05-30,2,2021,3670900000,,LW,Lamb Weston
2022-05-29,2,2022,4098900000,,LW,Lamb Weston
2023-05-28,2,2023,5350600000,,LW,Lamb Weston
2024-05-26,2,2024,6467600000,70.54,LW,Lamb Weston
2019-11-30,4,2019,5347400000,,MKC,McCormick & Company
2020-11-30,4,2020,5601300000,,MKC,McCormick & Company
2021-11-30,4,2021,6317900000,,MKC,McCormick & Company
2022-11-30,4,2022,6350500000,,MKC,McCormick & Company
2023-11-30,4,2023,6662200000,24.59,MKC,McCormick & Company
2019-12-31,4,2019,25868000000,,MDLZ,Mondelez International
2020-12-31,4,2020,26581000000,,MDLZ,Mondelez International
2021-12-31,4,2021,28720000000,,MDLZ,Mondelez International
2022-12-31,4,2022,31496000000,,MDLZ,Mondelez International
2023-12-31,4,2023,36016000000,39.23,MDLZ,Mondelez International
2020-04-30,2,2020,7801000000,,SJM,J.M. Smucker Company (The)
2021-04-30,2,2021,8002700000,,SJM,J.M. Smucker Company (The)
2022-04-30,2,2022,7998900000,,SJM,J.M. Smucker Company (The)
2023-04-30,2,2023,8529200000,,SJM,J.M. Smucker Company (The)
2024-04-30,2,2024,8178700000,4.84,SJM,J.M. Smucker Company (The)
2019-09-28,3,2019,42405000000,,TSN,Tyson Foods
2020-10-03,4,2020,43185000000,,TSN,Tyson Foods
2021-10-02,4,2021,47049000000,,TSN,Tyson Foods
2022-10-01,4,2022,53282000000,,TSN,Tyson Foods
2023-09-30,3,2023,52881000000,,TSN,Tyson Foods
