date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2020-05-31,2,2020,7085120000,,CTAS,Cintas
2021-05-31,2,2021,7116340000,,CTAS,Cintas
2022-05-31,2,2022,7854459000,,CTAS,Cintas
2023-05-31,2,2023,8815769000,,CTAS,Cintas
2024-05-31,2,2024,9596615000,35.45,CTAS,Cintas
2020-07-31,3,2020,2205583000,,CPRT,Copart
2021-07-31,3,2021,2692511000,,CPRT,Copart
2022-07-31,3,2022,3500921000,,CPRT,Copart
2023-07-31,3,2023,3869518000,,CPRT,Copart
2020-01-03,1,2020,11094000000,,LDOS,Leidos
2021-01-01,1,2021,12297000000,,LDOS,Leidos
2021-12-31,4,2021,13737000000,,LDOS,Leidos
2022-12-30,4,2022,14396000000,,LDOS,Leidos
2023-12-29,4,2023,15438000000,,LDOS,Leidos
