date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,43556000000,,AXP,American Express
2020-12-31,4,2020,36087000000,,AXP,American Express
2021-12-31,4,2021,42380000000,,AXP,American Express
2022-12-31,4,2022,52862000000,,AXP,American Express
2023-12-31,4,2023,60363000000,38.59,AXP,American Express
2019-12-31,4,2019,28593000000,,COF,Capital One
2020-12-31,4,2020,28523000000,,COF,Capital One
2021-12-31,4,2021,30435000000,,COF,Capital One
2022-12-31,4,2022,34250000000,,COF,Capital One
2023-12-31,4,2023,25769000000,-9.88,COF,Capital One
2019-12-31,4,2019,11459000000,,DFS,Discover Financial
2020-12-31,4,2020,11088000000,,DFS,Discover Financial
2021-12-31,4,2021,12087000000,,DFS,Discover Financial
2022-12-31,4,2022,13337000000,,DFS,Discover Financial
2023-12-31,4,2023,9842000000,-14.11,DFS,Discover Financial
2019-12-31,4,2019,13312000000,,SYF,Synchrony Financial
2020-12-31,4,2020,11162000000,,SYF,Synchrony Financial
2021-12-31,4,2021,10192000000,,SYF,Synchrony Financial
2022-12-31,4,2022,16005000000,,SYF,Synchrony Financial
2023-12-31,4,2023,7662000000,-42.44,SYF,Synchrony Financial
