date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,5158557000,,AME,Ametek
2020-12-31,4,2020,4540029000,,AME,Ametek
2021-12-31,4,2021,5546514000,,AME,Ametek
2022-12-31,4,2022,6150530000,,AME,Ametek
2023-12-31,4,2023,6596950000,27.88,AME,Ametek
2019-12-31,4,2019,21390000000,,ETN,Eaton Corporation
2020-12-31,4,2020,17858000000,,ETN,Eaton Corporation
2021-12-31,4,2021,19628000000,,ETN,Eaton Corporation
2022-12-31,4,2022,20752000000,,ETN,Eaton Corporation
2023-12-31,4,2023,23196000000,8.44,ETN,Eaton Corporation
2020-09-30,3,2020,16785000000,,EMR,Emerson Electric
2021-09-30,3,2021,18236000000,,EMR,Emerson Electric
2022-09-30,3,2022,19629000000,,EMR,Emerson Electric
2023-09-30,3,2023,15165000000,,EMR,Emerson Electric
2019-12-31,4,2019,2204336000,,GNRC,Generac
2020-12-31,4,2020,2485200000,,GNRC,Generac
2021-12-31,4,2021,3737184000,,GNRC,Generac
2022-12-31,4,2022,4564737000,,GNRC,Generac
2023-12-31,4,2023,4022667000,82.49,GNRC,Generac
2020-09-30,3,2020,6329800000,,ROK,Rockwell Automation
2021-09-30,3,2021,6997400000,,ROK,Rockwell Automation
2022-09-30,3,2022,7760400000,,ROK,Rockwell Automation
2023-09-30,3,2023,9058000000,,ROK,Rockwell Automation
