date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-28,4,2019,6731000000,,AMD,Advanced Micro Devices
2020-12-26,4,2020,9763000000,,AMD,Advanced Micro Devices
2021-12-25,4,2021,16434000000,,AMD,Advanced Micro Devices
2022-12-31,4,2022,23601000000,,AMD,Advanced Micro Devices
2023-12-30,4,2023,22680000000,236.95,AMD,Advanced Micro Devices
2019-11-02,4,2019,5991065000,,ADI,Analog Devices
2020-10-31,4,2020,5603056000,,ADI,Analog Devices
2021-10-30,4,2021,7318286000,,ADI,Analog Devices
2022-10-29,4,2022,12013953000,,ADI,Analog Devices
2023-10-28,4,2023,12305539000,105.4,ADI,Analog Devices
2019-11-03,4,2019,22597000000,,AVGO,Broadcom
2020-11-01,4,2020,23888000000,,AVGO,Broadcom
2021-10-31,4,2021,27450000000,,AVGO,Broadcom
2022-10-30,4,2022,33203000000,,AVGO,Broadcom
2023-10-29,4,2023,35819000000,58.51,AVGO,Broadcom
2019-12-31,4,2019,3063117000,,FSLR,First Solar
2020-12-31,4,2020,2711332000,,FSLR,First Solar
2021-12-31,4,2021,2923377000,,FSLR,First Solar
2022-12-31,4,2022,2619319000,,FSLR,First Solar
2023-12-31,4,2023,3318602000,8.34,FSLR,First Solar
2019-12-28,4,2019,71965000000,,INTC,Intel
2020-12-26,4,2020,77867000000,,INTC,Intel
2021-12-25,4,2021,79024000000,,INTC,Intel
2022-12-31,4,2022,63054000000,,INTC,Intel
2023-12-30,4,2023,54228000000,-24.65,INTC,Intel
2020-03-31,1,2020,5274200000,,MCHP,Microchip Technology
2021-03-31,1,2021,5438400000,,MCHP,Microchip Technology
2022-03-31,1,2022,6820900000,,MCHP,Microchip Technology
2023-03-31,1,2023,8438700000,,MCHP,Microchip Technology
2024-03-31,1,2024,7634400000,44.75,MCHP,Microchip Technology
2020-09-03,3,2020,21435000000,,MU,Micron Technology
2021-09-02,3,2021,27705000000,,MU,Micron Technology
2022-09-01,3,2022,30758000000,,MU,Micron Technology
2023-08-31,3,2023,15540000000,,MU,Micron Technology
2019-12-31,4,2019,627921000,,MPWR,Monolithic Power Systems
2020-12-31,4,2020,844452000,,MPWR,Monolithic Power Systems
2021-12-31,4,2021,1207798000,,MPWR,Monolithic Power Systems
2022-12-31,4,2022,1794148000,,MPWR,Monolithic Power Systems
2023-12-31,4,2023,1821072000,190.02,MPWR,Monolithic Power Systems
2020-01-26,1,2020,10918000000,,NVDA,Nvidia
2021-01-31,1,2021,16675000000,,NVDA,Nvidia
2022-01-30,1,2022,26914000000,,NVDA,Nvidia
2023-01-29,1,2023,26974000000,,NVDA,Nvidia
2024-01-28,1,2024,60922000000,458.0,NVDA,Nvidia
2019-12-31,4,2019,8877000000,,NXPI,NXP Semiconductors
2020-12-31,4,2020,8612000000,,NXPI,NXP Semiconductors
2021-12-31,4,2021,11063000000,,NXPI,NXP Semiconductors
2022-12-31,4,2022,13205000000,,NXPI,NXP Semiconductors
2023-12-31,4,2023,13276000000,49.56,NXPI,NXP Semiconductors
2019-12-31,4,2019,5517900000,,ON,ON Semiconductor
2020-12-31,4,2020,5255000000,,ON,ON Semiconductor
2021-12-31,4,2021,6739800000,,ON,ON Semiconductor
2022-12-31,4,2022,8326200000,,ON,ON Semiconductor
2023-12-31,4,2023,8253000000,49.57,ON,ON Semiconductor
2020-03-28,1,2020,3239141000,,QRVO,Qorvo
2021-04-03,2,2021,4015307000,,QRVO,Qorvo
2022-04-02,2,2022,4645714000,,QRVO,Qorvo
2023-04-01,2,2023,3569399000,,QRVO,Qorvo
2024-03-30,1,2024,3769506000,,QRVO,Qorvo
2020-09-27,3,2020,23531000000,,QCOM,Qualcomm
2021-09-26,3,2021,33566000000,,QCOM,Qualcomm
2022-09-25,3,2022,44200000000,,QCOM,Qualcomm
2023-09-24,3,2023,35820000000,,QCOM,Qualcomm
2020-10-02,4,2020,3355700000,,SWKS,Skyworks Solutions
2021-10-01,4,2021,5109100000,,SWKS,Skyworks Solutions
2022-09-30,3,2022,5485500000,,SWKS,Skyworks Solutions
2023-09-29,3,2023,4772400000,,SWKS,Skyworks Solutions
2019-12-31,4,2019,14383000000,,TXN,Texas Instruments
2020-12-31,4,2020,14461000000,,TXN,Texas Instruments
2021-12-31,4,2021,18344000000,,TXN,Texas Instruments
2022-12-31,4,2022,20028000000,,TXN,Texas Instruments
2023-12-31,4,2023,17519000000,21.8,TXN,Texas Instruments
