date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,85582000000,,BAC,Bank of America
2020-12-31,4,2020,74208000000,,BAC,Bank of America
2021-12-31,4,2021,93707000000,,BAC,Bank of America
2022-12-31,4,2022,92407000000,,BAC,Bank of America
2023-12-31,4,2023,95787000000,11.92,BAC,Bank of America
2019-12-31,4,2019,66849000000,,C,Citigroup
2020-12-31,4,2020,59572000000,,C,Citigroup
2021-12-31,4,2021,74990000000,,C,Citigroup
2022-12-31,4,2022,70560000000,,C,Citigroup
2023-12-31,4,2023,70700000000,5.76,C,Citigroup
2019-12-31,4,2019,115720000000,,JPM,JPMorgan Chase
2020-12-31,4,2020,119883000000,,JPM,JPMorgan Chase
2021-12-31,4,2021,121685000000,,JPM,JPMorgan Chase
2022-12-31,4,2022,128641000000,,JPM,JPMorgan Chase
2023-12-31,4,2023,145670000000,25.88,JPM,JPMorgan Chase
2019-12-31,4,2019,17827000000,,PNC,PNC Financial Services
2020-12-31,4,2020,16901000000,,PNC,PNC Financial Services
2021-12-31,4,2021,19135000000,,PNC,PNC Financial Services
2022-12-31,4,2022,21114000000,,PNC,PNC Financial Services
2023-12-31,4,2023,21490000000,20.55,PNC,PNC Financial Services
2019-12-31,4,2019,11953000000,,TFC,Truist Financial
2020-12-31,4,2020,20370000000,,TFC,Truist Financial
2021-12-31,4,2021,23109000000,,TFC,Truist Financial
2022-12-31,4,2022,22258000000,,TFC,Truist Financial
2023-12-31,4,2023,23390000000,95.68,TFC,Truist Financial
2019-12-31,4,2019,22883000000,,USB,U.S. Bancorp
2020-12-31,4,2020,23226000000,,USB,U.S. Bancorp
2021-12-31,4,2021,22721000000,,USB,U.S. Bancorp
2022-12-31,4,2022,24184000000,,USB,U.S. Bancorp
2023-12-31,4,2023,25738000000,12.48,USB,U.S. Bancorp
2019-12-31,4,2019,85063000000,,WFC,Wells Fargo
2020-12-31,4,2020,72340000000,,WFC,Wells Fargo
2021-12-31,4,2021,78492000000,,WFC,Wells Fargo
2022-12-31,4,2022,73785000000,,WFC,Wells Fargo
2023-12-31,4,2023,77198000000,-9.25,WFC,Wells Fargo
