date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,13209000000,,KMI,Kinder Morgan
2020-12-31,4,2020,11700000000,,KMI,Kinder Morgan
2021-12-31,4,2021,16610000000,,KMI,Kinder Morgan
2022-12-31,4,2022,19200000000,,KMI,Kinder Morgan
2023-12-31,4,2023,15334000000,16.09,KMI,Kinder Morgan
2019-12-31,4,2019,10164367000,,OKE,ONEOK
2020-12-31,4,2020,8542242000,,OKE,ONEOK
2021-12-31,4,2021,16540309000,,OKE,ONEOK
2022-12-31,4,2022,22386892000,,OKE,ONEOK
2023-12-31,4,2023,17677000000,73.91,OKE,ONEOK
2019-12-31,4,2019,8671100000,,TRGP,Targa Resources
2020-12-31,4,2020,8260300000,,TRGP,Targa Resources
2021-12-31,4,2021,16949800000,,TRGP,Targa Resources
2022-12-31,4,2022,20929800000,,TRGP,Targa Resources
2023-12-31,4,2023,16060300000,85.22,TRGP,Targa Resources
2019-12-31,4,2019,8201000000,,WMB,Williams Companies
2020-12-31,4,2020,7719000000,,WMB,Williams Companies
2021-12-31,4,2021,10627000000,,WMB,Williams Companies
2022-12-31,4,2022,10965000000,,WMB,Williams Companies
2023-12-31,4,2023,10907000000,33.0,WMB,Williams Companies
