date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,7136397000,,DOV,Dover Corporation
2020-12-31,4,2020,6683760000,,DOV,Dover Corporation
2021-12-31,4,2021,7907081000,,DOV,Dover Corporation
2022-12-31,4,2022,8508088000,,DOV,Dover Corporation
2023-12-31,4,2023,8438134000,18.24,DOV,Dover Corporation
2019-12-31,4,2019,7320000000,,FTV,Fortive
2020-12-31,4,2020,4634400000,,FTV,Fortive
2021-12-31,4,2021,5254700000,,FTV,Fortive
2022-12-31,4,2022,5825700000,,FTV,Fortive
2023-12-31,4,2023,6065300000,-17.14,FTV,Fortive
2019-12-31,4,2019,4591000000,,HUBB,Hubbell Incorporated
2020-12-31,4,2020,4186000000,,HUBB,Hubbell Incorporated
2021-12-31,4,2021,4194100000,,HUBB,Hubbell Incorporated
2022-12-31,4,2022,4947900000,,HUBB,Hubbell Incorporated
2023-12-31,4,2023,5372900000,17.03,HUBB,Hubbell Incorporated
2019-12-31,4,2019,2494573000,,IEX,IDEX Corporation
2020-12-31,4,2020,2351646000,,IEX,IDEX Corporation
2021-12-31,4,2021,2764800000,,IEX,IDEX Corporation
2022-12-31,4,2022,3181900000,,IEX,IDEX Corporation
2023-12-31,4,2023,3273900000,31.24,IEX,IDEX Corporation
2019-12-31,4,2019,14109000000,,ITW,Illinois Tool Works
2020-12-31,4,2020,12574000000,,ITW,Illinois Tool Works
2021-12-31,4,2021,14455000000,,ITW,Illinois Tool Works
2022-12-31,4,2022,15932000000,,ITW,Illinois Tool Works
2023-12-31,4,2023,16107000000,14.16,ITW,Illinois Tool Works
2019-12-31,4,2019,2451900000,,IR,Ingersoll Rand
2020-12-31,4,2020,4910200000,,IR,Ingersoll Rand
2021-12-31,4,2021,5152400000,,IR,Ingersoll Rand
2022-12-31,4,2022,5916300000,,IR,Ingersoll Rand
2023-12-31,4,2023,6876100000,180.44,IR,Ingersoll Rand
2019-10-31,4,2019,2194226000,,NDSN,Nordson Corporation
2020-10-31,4,2020,2121100000,,NDSN,Nordson Corporation
2021-10-31,4,2021,2362209000,,NDSN,Nordson Corporation
2022-10-31,4,2022,2590278000,,NDSN,Nordson Corporation
2023-10-31,4,2023,2628632000,19.8,NDSN,Nordson Corporation
2019-12-31,4,2019,13118000000,,OTIS,Otis Worldwide
2020-12-31,4,2020,12756000000,,OTIS,Otis Worldwide
2021-12-31,4,2021,14298000000,,OTIS,Otis Worldwide
2022-12-31,4,2022,13685000000,,OTIS,Otis Worldwide
2023-12-31,4,2023,14209000000,8.32,OTIS,Otis Worldwide
2020-06-30,2,2020,13695520000,,PH,Parker Hannifin
2021-06-30,2,2021,14347640000,,PH,Parker Hannifin
2022-06-30,2,2022,15861608000,,PH,Parker Hannifin
2023-06-30,2,2023,19065194000,,PH,Parker Hannifin
2024-06-30,2,2024,19929606000,45.52,PH,Parker Hannifin
2019-12-31,4,2019,2957200000,,PNR,Pentair
2020-12-31,4,2020,3017800000,,PNR,Pentair
2021-12-31,4,2021,3764800000,,PNR,Pentair
2022-12-31,4,2022,4121800000,,PNR,Pentair
2023-12-31,4,2023,4104500000,38.8,PNR,Pentair
2019-12-28,4,2019,3730000000,,SNA,Snap-on
2021-01-02,1,2021,3592500000,,SNA,Snap-on
2022-01-01,1,2022,4252000000,,SNA,Snap-on
2022-12-31,4,2022,4492800000,,SNA,Snap-on
2023-12-30,4,2023,5108300000,,SNA,Snap-on
2019-12-28,4,2019,14442200000,,SWK,Stanley Black & Decker
2021-01-02,1,2021,14534600000,,SWK,Stanley Black & Decker
2022-01-01,1,2022,15617200000,,SWK,Stanley Black & Decker
2022-12-31,4,2022,16947400000,,SWK,Stanley Black & Decker
2023-12-30,4,2023,15781100000,,SWK,Stanley Black & Decker
2019-12-31,4,2019,11486000000,,GWW,W. W. Grainger
2020-12-31,4,2020,11797000000,,GWW,W. W. Grainger
2021-12-31,4,2021,13022000000,,GWW,W. W. Grainger
2022-12-31,4,2022,15228000000,,GWW,W. W. Grainger
2023-12-31,4,2023,16478000000,43.46,GWW,W. W. Grainger
2019-12-31,4,2019,5249000000,,XYL,Xylem Inc.
2020-12-31,4,2020,4876000000,,XYL,Xylem Inc.
2021-12-31,4,2021,5195000000,,XYL,Xylem Inc.
2022-12-31,4,2022,5522000000,,XYL,Xylem Inc.
2023-12-31,4,2023,7364000000,40.29,XYL,Xylem Inc.
