date,quarter,year,revenue,revenue_yoy_growth,ticker,company_name
2019-12-31,4,2019,10299400000,,RSG,Republic Services
2020-12-31,4,2020,10153600000,,RSG,Republic Services
2021-12-31,4,2021,11295000000,,RSG,Republic Services
2022-12-31,4,2022,13511300000,,RSG,Republic Services
2023-12-31,4,2023,14964500000,45.29,RSG,Republic Services
2019-12-31,4,2019,2015477000,,ROL,"Rollins, Inc."
2020-12-31,4,2020,2161220000,,ROL,"Rollins, Inc."
2021-12-31,4,2021,2424300000,,ROL,"Rollins, Inc."
2022-12-31,4,2022,2695823000,,ROL,"Rollins, Inc."
2023-12-31,4,2023,3073278000,52.48,ROL,"Rollins, Inc."
2020-12-31,4,2020,4348000000,,VLTO,Veralto
2021-12-31,4,2021,4700000000,,VLTO,Veralto
2022-12-31,4,2022,4879000000,,VLTO,Veralto
2023-12-31,4,2023,5021000000,,VLTO,Veralto
2019-12-31,4,2019,15455000000,,WM,Waste Management
2020-12-31,4,2020,15218000000,,WM,Waste Management
2021-12-31,4,2021,17931000000,,WM,Waste Management
2022-12-31,4,2022,19698000000,,WM,Waste Management
2023-12-31,4,2023,20426000000,32.16,WM,Waste Management
