Date,Sector_Index,Simple_Avg_Index
2019-09-30 00:00:00-04:00,136.653364924588,96.8434332486882
2019-12-31 00:00:00-05:00,136.613080754033,95.94361119859964
2020-03-31 00:00:00-04:00,104.24586543811068,70.26479473748726
2020-06-30 00:00:00-04:00,76.27569050977348,52.05082746131984
2020-09-30 00:00:00-04:00,-10.80641635141641,-7.7580447975193225
2020-12-31 00:00:00-05:00,-0.9672127957951621,-1.8422468933392355
2021-03-31 00:00:00-04:00,25.70079617412046,19.398577415371204
2021-06-30 00:00:00-04:00,17.770537217494212,14.164578533453726
2021-09-30 00:00:00-04:00,10.5900028261865,6.901480216245175
2021-12-31 00:00:00-05:00,14.672026069049364,13.270168832454436
2022-03-31 00:00:00-04:00,20.67387637042369,19.799091159218598
2022-06-30 00:00:00-04:00,14.373879054662025,14.709987609090824
2022-09-30 00:00:00-04:00,14.454318120336806,8.869151056793497
2022-12-31 00:00:00-05:00,11.590891461404123,6.525489503263841
2023-03-31 00:00:00-04:00,2.7952224173512703,-3.6146324842673976
2023-06-30 00:00:00-04:00,13.032832648921262,1.1619555688712928
2023-09-30 00:00:00-04:00,1.1940652979932969,-3.3853275620857723
2023-12-31 00:00:00-05:00,-2.600205056220667,-5.852885026911459
2024-03-31 00:00:00-04:00,-1.0281746525025497,-3.434225442160427
2024-06-30 00:00:00-04:00,3.6788877115188705,1.415125992425936
2024-09-30 00:00:00-04:00,28.809993747258634,29.28185939664428
