Date,Sector_Index,Simple_Avg_Index
2019-09-30 00:00:00-04:00,34.57333664182952,8.519922982864577
2019-12-31 00:00:00-05:00,39.56895395148315,13.342456108144583
2020-03-31 00:00:00-04:00,3.2725449474493757,-22.06576615693564
2020-06-30 00:00:00-04:00,35.28226750615807,4.91111232521025
2020-09-30 00:00:00-04:00,2.1496519631537527,-1.4175641050578527
2020-12-31 00:00:00-05:00,22.896153351485715,19.452622742859624
2021-03-31 00:00:00-04:00,116.10734892669879,111.45816459940346
2021-06-30 00:00:00-04:00,98.34150070734071,100.19783387542248
2021-09-30 00:00:00-04:00,99.54184847555793,98.46228924443548
2021-12-31 00:00:00-05:00,52.02039443886149,53.49470518482342
2022-03-31 00:00:00-04:00,19.762243651619862,21.170331943755333
2022-06-30 00:00:00-04:00,-11.169800673350252,-10.576304208951267
2022-09-30 00:00:00-04:00,-8.966030628282933,-7.107693438439788
2022-12-31 00:00:00-05:00,-3.907423830921779,-2.4462887721774575
2023-03-31 00:00:00-04:00,-7.381742974760506,-11.175589807262126
2023-06-30 00:00:00-04:00,11.31380385440277,9.265811575527316
2023-09-30 00:00:00-04:00,2.6162735829495745,0.4280385863734033
2023-12-31 00:00:00-05:00,7.480682682914982,4.996382616818715
2024-03-31 00:00:00-04:00,27.20352838724414,30.940863888317956
2024-06-30 00:00:00-04:00,26.96409358080353,28.880377208874812
2024-09-30 00:00:00-04:00,33.91176374082412,33.37908582511578
