Date,Sector_Index,Simple_Avg_Index
2019-09-30 00:00:00-04:00,656.8079527076698,927.3510535298692
2019-12-31 00:00:00-05:00,883.7272392866505,1275.7479591864974
2020-03-31 00:00:00-04:00,754.5368928661818,1038.9980380104487
2020-06-30 00:00:00-04:00,826.0635775388337,1145.359922195744
2020-09-30 00:00:00-04:00,18.90247718446943,8.896486782554822
2020-12-31 00:00:00-05:00,28.397848053369945,21.904245825336027
2021-03-31 00:00:00-04:00,79.22046289013412,111.80054249736438
2021-06-30 00:00:00-04:00,62.05611708076644,67.42999072018561
2021-09-30 00:00:00-04:00,45.19068424142948,42.90342527199904
2021-12-31 00:00:00-05:00,25.074079897767618,10.655251915982483
2022-03-31 00:00:00-04:00,0.10551497485126671,-7.189717694257349
2022-06-30 00:00:00-04:00,-36.689233764941484,-40.65169842867488
2022-09-30 00:00:00-04:00,-39.1315701624769,-43.07429052378165
2022-12-31 00:00:00-05:00,-45.295371965142095,-44.62420709615726
2023-03-31 00:00:00-04:00,-26.638087652669164,-28.39490958784935
2023-06-30 00:00:00-04:00,51.7069512940271,30.94232676237391
2023-09-30 00:00:00-04:00,19.166920071690704,6.350540527747514
2023-12-31 00:00:00-05:00,35.737121196191346,23.289551177256357
2024-03-31 00:00:00-04:00,48.05640238892979,25.751344952628262
2024-06-30 00:00:00-04:00,19.51179059645103,8.510050851116592
2024-09-30 00:00:00-04:00,44.78450637894068,30.6896570872392
