MarketCap,Ticker,Date,Return
14732627786.40332,PRU,2020-03-31,-0.43730407881155386
17542449354.68457,PRU,2020-06-30,0.19072100435975337
18600676895.776855,PRU,2020-09-30,0.06032381908001305
23198706091.259766,PRU,2020-12-31,0.24719687467539742
27458872111.39746,PRU,2021-03-31,0.1836380875458712
31221831254.614258,PRU,2021-06-30,0.13703982916526614
32410862191.999023,PRU,2021-09-30,0.038083318293799184
33711365967.811523,PRU,2021-12-31,0.04012555322065903
37176267650.71582,PRU,2022-03-31,0.10278140868609942
30471389589.027344,PRU,2022-06-30,-0.18035371718008852
27639281599.674805,PRU,2022-09-30,-0.09294318465779361
32409485414.189453,PRU,2022-12-31,0.17258783652939713
27292059322.316406,PRU,2023-03-31,-0.1578990232789239
29549893463.86914,PRU,2023-06-30,0.08272861035834445
32218023685.902344,PRU,2023-09-30,0.09029238042078025
35678458308.65527,PRU,2023-12-31,0.10740679367825767
40874309140.450195,PRU,2024-03-31,0.14562991446674856
41243168825.27734,PRU,2024-06-30,0.009024242674284588
43103244525.69238,PRU,2024-09-30,0.04510021303879608
45075102635.87695,PRU,2024-12-31,0.04574732440406448
