MarketCap,Ticker,Date,Return
7390585753.866943,L,2020-03-31,-0.33564520344261395
7290397084.029541,L,2020-06-30,-0.013556255643875192
7400866683.769775,L,2020-09-30,0.015152754845443317
9602014271.671509,L,2020-12-31,0.29741754337081727
10951109552.572388,L,2021-03-31,0.1405012784537374
11683355648.708618,L,2021-06-30,0.06686501423631808
11542544747.88501,L,2021-09-30,-0.012052265210224289
12376023799.891846,L,2021-12-31,0.07220929788117636
13902963305.539062,L,2022-03-31,0.1233788436687202
12722926697.424805,L,2022-06-30,-0.08487662537698859
10712023404.738037,L,2022-09-30,-0.1580535155558026
12550683117.472046,L,2022-12-31,0.17164448239729868
12496780938.940186,L,2023-03-31,-0.004294760534334752
12803453212.74939,L,2023-06-30,0.024540101591571384
13664513312.96228,L,2023-09-30,0.06725217688580032
15033991173.550781,L,2023-12-31,0.1002214882610859
16927855117.655518,L,2024-03-31,0.12597213356334813
16174040879.760742,L,2024-06-30,-0.04453099537156113
17120411878.540527,L,2024-09-30,0.05851172294018481
17404127209.308105,L,2024-12-31,0.01657175848223602
