MarketCap,Ticker,Date,Return
51980521574.72168,CCI,2020-03-31,0.02381398488422448
60660097681.54297,CCI,2020-06-30,0.16697747240462846
60812136693.884766,CCI,2020-09-30,0.0025064089599720063
58636838872.95508,CCI,2020-12-31,-0.035770784241304865
63949338070.36914,CCI,2021-03-31,0.09060002721027205
72967757523.20703,CCI,2021-06-30,0.14102443785913965
65279366092.8457,CCI,2021-09-30,-0.10536696880010421
79206171454.26367,CCI,2021-12-31,0.21334161458630163
70644373027.84961,CCI,2022-03-31,-0.108095092455743
65012735806.75391,CCI,2022-06-30,-0.07971812870185124
56301139794.5332,CCI,2022-09-30,-0.13399829901198668
53407318877.41797,CCI,2022-12-31,-0.05139897571658436
53337828023.38867,CCI,2023-03-31,-0.0013011485221491315
46030459209.68555,CCI,2023-06-30,-0.13700161938537958
37785955266.78516,CCI,2023-09-30,-0.17910974785942646
47937591566.29004,CCI,2023-12-31,0.26866162911139724
44677443302.34473,CCI,2024-03-31,-0.06800817807955684
41902146102.575195,CCI,2024-06-30,-0.06211853218610386
51556361444.4209,CCI,2024-09-30,0.23039906639178986
46854011043.92969,CCI,2024-12-31,-0.09120795705415452
