MarketCap,Ticker,Date,Return
30031454439.69287,LVS,2020-03-31,-0.37257734670377696
32202320147.378174,LVS,2020-06-30,0.07228639931657943
32994296753.916504,LVS,2020-09-30,0.024593774700510496
42144444725.12329,LVS,2020-12-31,0.2773251401432171
42964709470.10596,LVS,2021-03-31,0.019463175997041615
37258235788.565186,LVS,2021-06-30,-0.13281769507859076
25880651364.2937,LVS,2021-09-30,-0.3053709920361647
26616054459.697998,LVS,2021-12-31,0.028415169504539595
27485815149.694336,LVS,2022-03-31,0.032678047428604806
23752215098.520264,LVS,2022-06-30,-0.13583734121909763
26531203873.138184,LVS,2022-09-30,0.11699914147337975
33991331940.875244,LVS,2022-12-31,0.28118317221519495
40624134292.03711,LVS,2023-03-31,0.19513216965722346
41013051943.57251,LVS,2023-06-30,0.009573561586311286
32526732103.47583,LVS,2023-09-30,-0.20691754058616552
35061560058.5918,LVS,2023-12-31,0.07793060634102544
36982180286.57007,LVS,2024-03-31,0.05477851598071215
31788673883.61841,LVS,2024-06-30,-0.14043267224127565
36355711969.11914,LVS,2024-09-30,0.14366871994160957
38226216723.04468,LVS,2024-12-31,0.051450092780863654
