MarketCap,Ticker,Date,Return
6246944322.561401,DELL,2020-03-31,-0.2303951942471555
8677804428.225586,DELL,2020-06-30,0.3891278647842138
10691671664.823486,DELL,2020-09-30,0.23207105590528854
11576196242.521729,DELL,2020-12-31,0.08273024139044627
13923342678.762451,DELL,2021-03-31,0.20275627564252718
15742934494.60913,DELL,2021-06-30,0.130686420483074
16433177283.415283,DELL,2021-09-30,0.043844607817082215
17504619531.90454,DELL,2021-12-31,0.06519994460052358
15641035325.305664,DELL,2022-03-31,-0.10646242285941965
14501595342.243896,DELL,2022-06-30,-0.07284939643466348
10806335135.685059,DELL,2022-09-30,-0.25481749554784183
12842613133.629639,DELL,2022-12-31,0.1884337263630027
12943498494.906738,DELL,2023-03-31,0.007855516648159533
17568658830.112793,DELL,2023-06-30,0.3573346369241712
22526353292.47998,DELL,2023-09-30,0.2821896941768638
25152314766.766113,DELL,2023-12-31,0.11657286202479833
37685659139.08594,DELL,2024-03-31,0.49829785006031324
45722910108.0791,DELL,2024-06-30,0.21327080785107655
39437267230.27002,DELL,2024-09-30,-0.13747250258024213
43203291491.79492,DELL,2024-12-31,0.095494047281103
