MarketCap,Ticker,Date,Return
17833577697.209717,CMG,2020-03-31,-0.21826285482530516
28678702214.793945,CMG,2020-06-30,0.6081294904320338
33893336102.61963,CMG,2020-09-30,0.18182949314685892
37790341598.06445,CMG,2020-12-31,0.11497851623828859
38719902351.18457,CMG,2021-03-31,0.02459783938993887
42249553712.00244,CMG,2021-06-30,0.09115858115561304
49530688452.20996,CMG,2021-09-30,0.17233637045825323
47642957879.59473,CMG,2021-12-31,-0.03811234270318342
43113163913.85693,CMG,2022-03-31,-0.09507793317924718
35625187806.86279,CMG,2022-06-30,-0.173681897296047
40952914311.26807,CMG,2022-09-30,0.14954942927708426
37811598279.92139,CMG,2022-12-31,-0.07670555524988254
46553973312.01465,CMG,2023-03-31,0.23120882030357381
58291596483.24219,CMG,2023-06-30,0.25212935301052575
49920663709.086914,CMG,2023-09-30,-0.14360445208533223
62323775139.22754,CMG,2023-12-31,0.2484564608840112
79214710348.61523,CMG,2024-03-31,0.27101912828056984
85366262571.94727,CMG,2024-06-30,0.07765669023164667
78512431578.83691,CMG,2024-09-30,-0.08028734990399633
75937137401.21582,CMG,2024-12-31,-0.03280110074078091
