MarketCap,Ticker,Date,Return
206911443398.02344,INTC,2020-03-31,-0.0912862021158547
230034028618.5703,INTC,2020-06-30,0.11175111845345032
200435510453.5,INTC,2020-09-30,-0.12867017259498126
194251203195.10938,INTC,2020-12-31,-0.03085434933359954
251054605508.4922,INTC,2021-03-31,0.29242239625320865
221578315113.3672,INTC,2021-06-30,-0.11740987716765039
211656740366.64062,INTC,2021-09-30,-0.04477683089904505
206008349806.3828,INTC,2021-12-31,-0.026686561223958405
199758231391.7422,INTC,2022-03-31,-0.030339150915556612
151977949919.96094,INTC,2022-06-30,-0.23919055119225707
105747406008.34375,INTC,2022-09-30,-0.3041924432851244
109920516105.33984,INTC,2022-12-31,0.039463002020747595
137527827247.72656,INTC,2023-03-31,0.25115703710788506
141345680496.89062,INTC,2023-06-30,0.02776058726127495
150804915418.17188,INTC,2023-09-30,0.06692270246977472
213863997188.89844,INTC,2023-12-31,0.4181500423634599
188538531587.98438,INTC,2024-03-31,-0.11841855540811286
132731608896.96094,INTC,2024-06-30,-0.29599743999798944
101182974549.89062,INTC,2024-09-30,-0.2376874250922506
96179895282.24219,INTC,2024-12-31,-0.04944586072809665
