MarketCap,Ticker,Date,Return
8333229594.450562,FITB,2020-03-31,-0.5091889501340767
10977156141.160645,FITB,2020-06-30,0.3172751352573775
12138639127.659424,FITB,2020-09-30,0.10580909769002989
16057368924.87207,FITB,2020-12-31,0.32283106499832637
21971253376.262207,FITB,2021-03-31,0.36829722721446734
22586529966.07959,FITB,2021-06-30,0.02800370917765349
25247665548.688965,FITB,2021-09-30,0.11781958479703891
26086271441.07129,FITB,2021-12-31,0.03321518541051294
25949512330.766113,FITB,2022-03-31,-0.005242570239066713
20433930315.034912,FITB,2022-06-30,-0.21255050751731652
19635693491.741455,FITB,2022-09-30,-0.03906428234739201
20363299791.640137,FITB,2022-12-31,0.03705528914498002
16738279144.378418,FITB,2023-03-31,-0.17801734907178057
16677124429.907715,FITB,2023-06-30,-0.003653584334638249
16347343513.875732,FITB,2023-09-30,-0.019774447172713705
22483358883.03369,FITB,2023-12-31,0.3753524457322175
24494414837.299316,FITB,2024-03-31,0.08944641967100386
24257280448.821777,FITB,2024-06-30,-0.009681161605724076
28726061194.15674,FITB,2024-09-30,0.1842243096773868
29557535609.88086,FITB,2024-12-31,0.028944950374653278
