MarketCap,Ticker,Date,Return
15993164380.078125,TDG,2020-03-31,-0.4282320553298189
22079945590.625,TDG,2020-06-30,0.3805864221672648
23731758207.03125,TDG,2020-09-30,0.07481053835148943
30910922360.15625,TDG,2020-12-31,0.3025129487033942
29366000357.03125,TDG,2021-03-31,-0.04997980924426837
32331474414.84375,TDG,2021-06-30,0.10098324667160408
31196632097.65625,TDG,2021-09-30,-0.03510023398952944
31781536023.4375,TDG,2021-12-31,0.018748944563961256
32543755843.75,TDG,2022-03-31,0.02398310200458509
26806116888.28125,TDG,2022-06-30,-0.17630537123669632
26959942244.921875,TDG,2022-09-30,0.005738442359320972
32345044666.40625,TDG,2022-12-31,0.19974458300253595
37862168750.0,TDG,2023-03-31,0.17057092177473065
45933403625.78125,TDG,2023-06-30,0.21317412980420603
43311489624.21875,TDG,2023-09-30,-0.05708076899598369
53876376629.6875,TDG,2023-12-31,0.2439280453554551
65593262676.5625,TDG,2024-03-31,0.21747724661236112
68043691804.6875,TDG,2024-06-30,0.03735793933910503
76006917225.0,TDG,2024-09-30,0.11703106061867019
74765627026.5625,TDG,2024-12-31,-0.016331279359258377
