MarketCap,Ticker,Date,Return
41623649582.072266,CB,2020-03-31,-0.2770420933024117
47473131158.71387,CB,2020-06-30,0.14053264515183295
43824650316.68457,CB,2020-09-30,-0.07685359598109431
58386082151.896484,CB,2020-12-31,0.33226578489476744
60193066539.67578,CB,2021-03-31,0.030948889207504493
60853310480.35742,CB,2021-06-30,0.010968770634844471
66712261193.75391,CB,2021-09-30,0.09627990107929585
74645835494.41992,CB,2021-12-31,0.11892228143225969
82910961823.42969,CB,2022-03-31,0.11072454711324942
76516160687.85156,CB,2022-06-30,-0.07712853638336425
71099734503.82617,CB,2022-09-30,-0.07078800263021234
86567364879.25586,CB,2022-12-31,0.21754835631063174
76538678719.45898,CB,2023-03-31,-0.11584834739725391
76247377441.95898,CB,2023-06-30,-0.0038059355396991013
82771554233.5957,CB,2023-09-30,0.085565917288146
90199792166.92969,CB,2023-12-31,0.08974384982998163
103765390041.3789,CB,2024-03-31,0.15039500145791718
102497977301.98242,CB,2024-06-30,-0.01221421457473515
116249433510.51562,CB,2024-09-30,0.13416319590403503
114334718086.51562,CB,2024-12-31,-0.016470750576404347
