MarketCap,Ticker,Date,Return
66261918214.04297,C,2020-03-31,-0.46927961510747096
81242238125.55957,C,2020-06-30,0.22607736563143743
69233302545.78223,C,2020-09-30,-0.14781640507266158
100251290225.37451,C,2020-12-31,0.4480212056774393
119290477644.53174,C,2021-03-31,0.18991463727155344
116817844751.97168,C,2021-06-30,-0.020727831268545494
116741954537.90381,C,2021-09-30,-0.0006496457303163394
101184669876.93994,C,2021-12-31,-0.13326215688733156
90177522638.69775,C,2022-03-31,-0.10878275584264885
78464146941.01172,C,2022-06-30,-0.12989240949339953
71794768616.9541,C,2022-09-30,-0.08499905477939584
78830243815.49219,C,2022-12-31,0.09799425966638853
82529442643.41748,C,2023-03-31,0.0469261370874805
81921765407.87012,C,2023-06-30,-0.007363156905989765
74034218924.77344,C,2023-09-30,-0.09628145150225165
93794475203.63477,C,2023-12-31,0.2669070676485401
116410884471.03809,C,2024-03-31,0.24112730753385447
117830642549.41211,C,2024-06-30,0.012196093903291683
117352221809.27686,C,2024-09-30,-0.004060240441569607
120914033305.08936,C,2024-12-31,0.03035146195698979
