MarketCap,Ticker,Date,Return
21710118985.84082,MSCI,2020-03-31,0.12151554461680036
25131458475.989258,MSCI,2020-06-30,0.15759192717367454
26919179297.47754,MSCI,2020-09-30,0.07113478205796442
33757165758.15918,MSCI,2020-12-31,0.2540191283365907
31753469449.262695,MSCI,2021-03-31,-0.059356177092923956
40440468882.390625,MSCI,2021-06-30,0.27357638657433814
46226776074.36133,MSCI,2021-09-30,0.14308209948797823
46631600363.41016,MSCI,2021-12-31,0.008757355009954004
38347375530.58984,MSCI,2022-03-31,-0.17765259541297218
31513311461.43164,MSCI,2022-06-30,-0.1782146489713916
32329302833.626953,MSCI,2022-09-30,0.025893545754275493
35749795661.21484,MSCI,2022-12-31,0.10580162662926673
43118897851.19141,MSCI,2023-03-31,0.20612991077796128
36259522398.19629,MSCI,2023-06-30,-0.1590804912655157
39743354673.78125,MSCI,2023-09-30,0.09608047886913873
43937371810.2168,MSCI,2023-12-31,0.1055275069470254
43655399693.72461,MSCI,2024-03-31,-0.0064175917874682575
37648099223.23828,MSCI,2024-06-30,-0.1376072722419689
45684979003.271484,MSCI,2024-09-30,0.21347371967911832
44600322945.33789,MSCI,2024-12-31,-0.023742071936947218
