MarketCap,Ticker,Date,Return
110118124762.60986,ABBV,2020-03-31,-0.12785917418903192
144016811117.37305,ABBV,2020-06-30,0.307839299187497
130050821039.61621,ABBV,2020-09-30,-0.09697472100236004
161259476582.7246,ABBV,2020-12-31,0.23997276828880287
164774719641.01758,ABBV,2021-03-31,0.021798675853258676
173589818667.18164,ABBV,2021-06-30,0.05349788514505671
168092030403.54785,ABBV,2021-09-30,-0.03167114468950816
213549478819.58496,ABBV,2021-12-31,0.2704319074908246
258329001370.36523,ABBV,2022-03-31,0.20969155625339542
246141139260.13477,ABBV,2022-06-30,-0.047179612221535994
217704398719.0166,ABBV,2022-09-30,-0.11553022232120547
264817880226.86133,ABBV,2022-12-31,0.2164103333927232
263629828057.2129,ABBV,2023-03-31,-0.004486298918451648
224920629215.32617,ABBV,2023-06-30,-0.1468316355821696
251602080649.2832,ABBV,2023-09-30,0.11862607501606148
264195972935.87695,ABBV,2023-12-31,0.05005480182872102
313413878809.4531,ABBV,2024-03-31,0.18629317217307428
297961461816.62695,ABBV,2024-06-30,-0.04930355047301782
346210104792.10547,ABBV,2024-09-30,0.16192913902795913
356078703552.0,ABBV,2024-12-31,0.02850465258898338
