MarketCap,Ticker,Date,Return
13301975720.812988,TFX,2020-03-31,-0.22124198400863504
16548961259.088135,TFX,2020-06-30,0.24409799013500955
15491776049.453735,TFX,2020-09-30,-0.0638822698949657
18747213241.26587,TFX,2020-12-31,0.2101397013111952
18940412116.601562,TFX,2021-03-31,0.010305471690609913
18333358601.05591,TFX,2021-06-30,-0.03205070258284204
17197846420.196533,TFX,2021-09-30,-0.06193694268293948
15017481385.46753,TFX,2021-12-31,-0.1267812830430013
16238217358.969116,TFX,2022-03-31,0.08128766350147743
11265151313.336182,TFX,2022-06-30,-0.30625689604321504
9243526559.143066,TFX,2022-09-30,-0.17945828670759412
11471462795.195007,TFX,2022-12-31,0.24102664949323027
11657536655.885315,TFX,2023-03-31,0.016220587035181477
11153609471.272278,TFX,2023-06-30,-0.043227587395886835
9064839922.70813,TFX,2023-09-30,-0.18727296790730152
11526923671.080017,TFX,2023-12-31,0.2716080779544905
10471619283.891296,TFX,2024-03-31,-0.09155126010215386
9754227255.789185,TFX,2024-06-30,-0.06850822290738645
11486456224.163818,TFX,2024-09-30,0.17758751390035
10924487170.69397,TFX,2024-12-31,-0.04892449355160089
