MarketCap,Ticker,Date,Return
1632412834.7682953,NWS,2020-03-31,-0.37446426138532307
2169892876.3103485,NWS,2020-06-30,0.3292549715944515
2555313258.03566,NWS,2020-09-30,0.17762184757280464
3248062959.400177,NWS,2020-12-31,0.2711016738108474
4305518129.53949,NWS,2021-03-31,0.32556486230630033
4468856304.679871,NWS,2021-06-30,0.03793693818631105
4283294022.628784,NWS,2021-09-30,-0.041523438974030547
4148692594.0589905,NWS,2021-12-31,-0.031424746435497974
4171802205.734253,NWS,2022-03-31,0.0055703359917185225
2943602754.8103333,NWS,2022-06-30,-0.29440500540407377
2872538735.7444763,NWS,2022-09-30,-0.024141850985064717
3435124122.013092,NWS,2022-12-31,0.19584953869135924
3267709078.594208,NWS,2023-03-31,-0.04873624284667
3697029073.7228394,NWS,2023-06-30,0.13138256338086496
3930774467.2966003,NWS,2023-09-30,0.06322519756069522
4844250615.703583,NWS,2023-12-31,0.2323908827654586
5115295771.476746,NWS,2024-03-31,0.05595192678399363
5366712901.737213,NWS,2024-06-30,0.04915006707185676
5302841844.749451,NWS,2024-09-30,-0.011901336657507255
5530512827.625275,NWS,2024-12-31,0.04293376825885353
