Date,MarketCap,Ticker
2019-09-30 00:00:00-04:00,84603918601.25,BMY
2019-12-31 00:00:00-05:00,107993553559.67188,BMY
2020-03-31 00:00:00-04:00,94439279736.82812,BMY
2020-06-30 00:00:00-04:00,100448342215.39062,BMY
2020-09-30 00:00:00-04:00,103779521261.73438,BMY
2020-12-31 00:00:00-05:00,108435692376.15625,BMY
2021-03-31 00:00:00-04:00,111219444502.3125,BMY
2021-06-30 00:00:00-04:00,117720305615.40625,BMY
2021-09-30 00:00:00-04:00,105868732643.51562,BMY
2021-12-31 00:00:00-05:00,111558470493.17188,BMY
2022-03-31 00:00:00-04:00,132785197816.0625,BMY
2022-06-30 00:00:00-04:00,140976040983.375,BMY
2022-09-30 00:00:00-04:00,130155712385.78125,BMY
2022-12-31 00:00:00-05:00,132733409167.15625,BMY
2023-03-31 00:00:00-04:00,128874690351.45312,BMY
2023-06-30 00:00:00-04:00,119887052887.6875,BMY
2023-09-30 00:00:00-04:00,109774247032.10938,BMY
2023-12-31 00:00:00-05:00,98030392901.70312,BMY
2024-03-31 00:00:00-04:00,104811624909.57812,BMY
2024-06-30 00:00:00-04:00,81199709044.625,BMY
2024-09-30 00:00:00-04:00,101053077262.3125,BMY
2019-09-30 00:00:00-04:00,151948149553.41797,PFE
2019-12-31 00:00:00-05:00,167293754427.8711,PFE
2020-03-31 00:00:00-04:00,140792419388.47656,PFE
2020-06-30 00:00:00-04:00,142456918296.3086,PFE
2020-09-30 00:00:00-04:00,161445487853.59375,PFE
2020-12-31 00:00:00-05:00,172428826461.25,PFE
2021-03-31 00:00:00-04:00,171558145871.71875,PFE
2021-06-30 00:00:00-04:00,187259623818.59375,PFE
2021-09-30 00:00:00-04:00,207532736924.64844,PFE
2021-12-31 00:00:00-05:00,287430327457.3047,PFE
2022-03-31 00:00:00-04:00,253910378595.7422,PFE
2022-06-30 00:00:00-04:00,259244388908.125,PFE
2022-09-30 00:00:00-04:00,218053799394.4922,PFE
2022-12-31 00:00:00-05:00,257514636515.35156,PFE
2023-03-31 00:00:00-04:00,206929231362.57812,PFE
2023-06-30 00:00:00-04:00,188046448761.91406,PFE
2023-09-30 00:00:00-04:00,171946391676.85547,PFE
2023-12-31 00:00:00-05:00,151253535555.9375,PFE
2024-03-31 00:00:00-04:00,147983597710.7422,PFE
2024-06-30 00:00:00-04:00,151460331923.98438,PFE
2024-09-30 00:00:00-04:00,159691285670.70312,PFE
2019-09-30 00:00:00-04:00,269287473100.07812,JNJ
2019-12-31 00:00:00-05:00,305712737984.6367,JNJ
2020-03-31 00:00:00-04:00,276573246129.3867,JNJ
2020-06-30 00:00:00-04:00,298666253796.5039,JNJ
2020-09-30 00:00:00-04:00,318291924777.2578,JNJ
2020-12-31 00:00:00-05:00,338802066241.7344,JNJ
2021-03-31 00:00:00-04:00,356013155395.40625,JNJ
2021-06-30 00:00:00-04:00,359084362554.91406,JNJ
2021-09-30 00:00:00-04:00,354113980461.28125,JNJ
2021-12-31 00:00:00-05:00,377554551494.2031,JNJ
2022-03-31 00:00:00-04:00,393660690854.97656,JNJ
2022-06-30 00:00:00-04:00,396816283746.91406,JNJ
2022-09-30 00:00:00-04:00,367638180918.75,JNJ
2022-12-31 00:00:00-05:00,400112984866.21875,JNJ
2023-03-31 00:00:00-04:00,353600722704.3047,JNJ
2023-06-30 00:00:00-04:00,380449015180.1719,JNJ
2023-09-30 00:00:00-04:00,360591770205.35156,JNJ
2023-12-31 00:00:00-05:00,365789850500.8125,JNJ
2024-03-31 00:00:00-04:00,371976753771.4922,JNJ
2024-06-30 00:00:00-04:00,346466950531.7344,JNJ
2024-09-30 00:00:00-04:00,385496692694.3672,JNJ
2019-09-30 00:00:00-04:00,173161392051.19922,MRK
2019-12-31 00:00:00-05:00,188370342656.40234,MRK
2020-03-31 00:00:00-04:00,160670069341.25977,MRK
2020-06-30 00:00:00-04:00,162768140800.17188,MRK
2020-09-30 00:00:00-04:00,175867276127.02734,MRK
2020-12-31 00:00:00-05:00,174798656107.0664,MRK
2021-03-31 00:00:00-04:00,166181201592.1172,MRK
2021-06-30 00:00:00-04:00,177204334576.78125,MRK
2021-09-30 00:00:00-04:00,172677087359.47266,MRK
2021-12-31 00:00:00-05:00,177866157183.32812,MRK
2022-03-31 00:00:00-04:00,192115511328.1289,MRK
2022-06-30 00:00:00-04:00,215216520889.85156,MRK
2022-09-30 00:00:00-04:00,204934416156.70312,MRK
2022-12-31 00:00:00-05:00,265770025581.3047,MRK
2023-03-31 00:00:00-04:00,256618801445.76562,MRK
2023-06-30 00:00:00-04:00,280186900437.1992,MRK
2023-09-30 00:00:00-04:00,251684602418.07422,MRK
2023-12-31 00:00:00-05:00,268453965987.94922,MRK
2024-03-31 00:00:00-04:00,326978465086.1953,MRK
2024-06-30 00:00:00-04:00,308617712659.79297,MRK
2024-09-30 00:00:00-04:00,285310930537.96875,MRK
2019-09-30 00:00:00-04:00,20279003034.95752,VTRS
2019-12-31 00:00:00-05:00,20607075919.39453,VTRS
2020-03-31 00:00:00-04:00,15286145888.093506,VTRS
2020-06-30 00:00:00-04:00,16485659597.219482,VTRS
2020-09-30 00:00:00-04:00,15204124821.243896,VTRS
2020-12-31 00:00:00-05:00,19212765591.38916,VTRS
