Date,MarketCap,Ticker
2019-09-30 00:00:00-04:00,58143927940.6582,FI
2019-12-31 00:00:00-05:00,64901848303.49365,FI
2020-03-31 00:00:00-04:00,53316843190.717285,FI
2020-06-30 00:00:00-04:00,54793036064.50635,FI
2020-09-30 00:00:00-04:00,57840835636.118164,FI
2020-12-31 00:00:00-05:00,63908368615.22363,FI
2021-03-31 00:00:00-04:00,66815845930.83545,FI
2021-06-30 00:00:00-04:00,59996183432.77637,FI
2021-09-30 00:00:00-04:00,60899859104.0,FI
2021-12-31 00:00:00-05:00,58256188314.83545,FI
2022-03-31 00:00:00-04:00,56914707890.05908,FI
2022-06-30 00:00:00-04:00,49937885150.447266,FI
2022-09-30 00:00:00-04:00,52519813804.38818,FI
2022-12-31 00:00:00-05:00,56729481484.38818,FI
2023-03-31 00:00:00-04:00,63442497697.552734,FI
2023-06-30 00:00:00-04:00,70806611234.05908,FI
2023-09-30 00:00:00-04:00,63403207637.16455,FI
2023-12-31 00:00:00-05:00,74561631892.6582,FI
2024-03-31 00:00:00-04:00,89705215926.6836,FI
2024-06-30 00:00:00-04:00,83654512368.54004,FI
2024-09-30 00:00:00-04:00,100122738841.78906,FI
2019-09-30 00:00:00-04:00,10005397872.19629,JKHY
2019-12-31 00:00:00-05:00,10011075207.407227,JKHY
2020-03-31 00:00:00-04:00,10698534429.016113,JKHY
2020-06-30 00:00:00-04:00,12712632497.938477,JKHY
2020-09-30 00:00:00-04:00,11261252451.585938,JKHY
2020-12-31 00:00:00-05:00,11249768750.81836,JKHY
2021-03-31 00:00:00-04:00,10569551913.527344,JKHY
2021-06-30 00:00:00-04:00,11424480288.222656,JKHY
2021-09-30 00:00:00-04:00,11493470366.942871,JKHY
2021-12-31 00:00:00-05:00,11735220955.253906,JKHY
2022-03-31 00:00:00-04:00,13884393774.177246,JKHY
2022-06-30 00:00:00-04:00,12718324293.446777,JKHY
2022-09-30 00:00:00-04:00,12909430471.069336,JKHY
2022-12-31 00:00:00-05:00,12467049930.826172,JKHY
2023-03-31 00:00:00-04:00,10736983247.374512,JKHY
2023-06-30 00:00:00-04:00,11962804901.471191,JKHY
2023-09-30 00:00:00-04:00,10842023959.751953,JKHY
2023-12-31 00:00:00-05:00,11761414115.43164,JKHY
2024-03-31 00:00:00-04:00,12543772931.644043,JKHY
2024-06-30 00:00:00-04:00,12026384604.316406,JKHY
2024-09-30 00:00:00-04:00,12789215345.10498,JKHY
2019-09-30 00:00:00-04:00,19991720494.903564,CPAY
